Entity,trait,label,description,comments,trait_type,allowed_values_min,allowed_values_max,units,constraints,trait_groupings,structure_measured,characteristic_measured,keywords,references,reviewers,created,modified,exact_match,close_match,related_match,examples,description_encoded,deprecated_trait_name,identifier,inScheme
https://w3id.org/APD/traits/trait_0011217,leaflet_dry_mass,Leaflet dry mass,The oven dry mass of a single leaflet.,NA,continuous variable [STATO_0000251],0.005,15000,mg,NA,leaf mass trait [trait_group_0011206],leaf [PO_0025034],mass [PATO_0000125],"leaflet [PO_0020049]; leaf weight, leaf mass [TO_0000505]",NA,NA,14/07/2021,05/02/2024,NA,leaflet weight [http://purl.obolibrary.org/obo/TO_0001117],NA,NA,A leaf dry mass trait [TO:0001014] which is the dry mass of a single leaflet [PO:0020049]. This measurement will not include the petiole [PO:0020038].,NA,trait_0011217,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011218,leaf_fresh_mass,Leaf fresh mass,"The fresh mass of a leaf or leaf analogue (leaflet, cladode, phyllode).","This trait includes measurements of leaves and leaf analogues, including leaflets, cladodes, and phyllodes. When a measurement is made on a leaf analogue, the tissue measured should be documented as part of the methods or noted as a `context` or under `measurement_remarks`. It is most common for leaf fresh mass measurements to include the petiole; the measurement methods should indicate if the petiole is included in or excluded from the leaf fresh mass measurements. A source of variation for this trait will be how leaves are stored and if they are partially rehydrated before weighing; these details should be documented in the methods.",continuous variable [STATO_0000251],0.1,30000,mg,Plants with leaves,leaf mass trait [trait_group_0011206],leaf [PO_0025034],mass [PATO_0000125]; NA [APD:glossary/40044],"leaf weight, leaf mass [TO_0000505]; leaflet [PO_0020049]; cladode [PO_0025354]; phyllode [PO_0025335]",Pérez-Harguindeguy 2013 [https://doi.org/10.1071/BT12225],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,leaf wet weight [http://purl.obolibrary.org/obo/TO_0000891],NA,NA,exact match: Leaf fresh mass [TOP35] (https://top-thesaurus.org/index); exact match: Leaf fresh mass [TRY:163] (https://www.try-db.org/de/de.php); exact match: leaf fresh mass [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),"A leaf mass trait [TO:0000505] which is the mass [PATO:0000125] of a fresh [EnvThes:21976] leaf [PO:0025034], indicating its mass at the time it is picked. For some species the mass of a leaf analogue is reported, possibly a leaflet [PO:0020049], cladode [PO:0025354], or phyllode [PO:0025335].",NA,trait_0011218,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011219,petiole_length,Petiole length,Length of the petiole from the leaf base to the leaf axil.,NA,continuous variable [STATO_0000251],0,1000,cm,NA,leaf size trait [trait_group_0011204],leaf [PO_0025034],length [PATO_0000122]; size [PATO_0000117],petiole [PO_0020038],NA,NA,31/05/2023,05/02/2024,petiole length [http://purl.obolibrary.org/obo/TO_0000766]; Petiole length [https://cropontology.org/rdf/CO_357:0000268],NA,NA,NA,"Length [PATO:0000122] of the petiole [PO:0020038]), from the leaf base [PO:0020040] to the leaf axil [PO:0009023].",NA,trait_0011219,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011220,petiole_width,Petiole width,Width of the petiole.,NA,continuous variable [STATO_0000251],0,200,cm,NA,leaf size trait [trait_group_0011204],leaf [PO_0025034],width [PATO_0000921]; size [PATO_0000117],petiole [PO_0020038],NA,NA,31/05/2023,05/02/2024,NA,NA,NA,NA,Width [PATO:0000921] of the petiole [PO:0020038].,NA,trait_0011220,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011230,leaf_mass_per_area,Leaf mass per area,"The ratio of leaf dry mass to leaf area, measured on an entire leaf including the petiole; LMA. (The inverse of specific leaf area, SLA.)","Leaf mass per area includes measurements submitted as `specific_leaf_area` (SLA); they are simply inverted. Leaf mass per area is explicitly measured on an entire leaf, including the petiole. Measurements made on a piece of the leaf lamina, excluding petiole and midrib, are a separate trait `leaf_lamina_mass_per_area`. If measurements are made on the entire leaf lamina, but the petiole is excluded, this should be noted in the methods or under `measurement_remarks`.",continuous variable [STATO_0000251],1,3000,g/m2,NA,leaf size trait [trait_group_0011204]; leaf mass trait [trait_group_0011206],leaf [PO_0025034],area [PATO_0001323]; ratio; proportion [PATO_0001470]; mass [PATO_0000125]; per unit area [EnvThes:22003]; area density [PATO_0001351],"leaf weight, leaf mass [TO_0000505]; biomass allocation [EnvThes:21360]; leaf lamina [PO_0020039]; petiole [PO_0020038]",Pérez-Harguindeguy 2013 [https://doi.org/10.1071/BT12225]; Wright 2004 [https://doi.org/10.1038/nature02403],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,specific leaf area [http://purl.obolibrary.org/obo/TO_0000562]; Leaf mass per leaf area [https://cropontology.org/rdf/CO_357:0000255],NA,NA,"exact match: Leaf mass per area [TOP53] (https://top-thesaurus.org/index); exact match: Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or exclu [TRY:3117] (https://www.try-db.org/de/de.php); exact match: Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included [TRY:3116] (https://www.try-db.org/de/de.php); exact match: Specific Leaf Area (SLA) [GIFT:4.1] (https://gift.uni-goettingen.de); exact match: leaf area per leaf dry mass [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); exact match: Average specific leaf area [BROT:8] (http://doi.org/10.1038/sdata.2018.135); close match: Specific leaf area [TOP50] (https://top-thesaurus.org/index); close match: Leaf size SLA, leaf mass & LDMC [LEDA:2.1] (https://uol.de/en/landeco/research/leda/standards)","A leaf morphology trait [TO:0000748] which is the ratio [PATO:0001470] of the leaf dry [PATO:0001824] mass [PATO:0000125] to the leaf [PO:0025034] area [PATO:0001323], measured on an entire leaf, including the entire leaf lamina [PO:0020039] and the petiole [PO:0020038].",specific_leaf_area,trait_0011230,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011231,leaf_lamina_mass_per_area,Leaf lamina mass per area,"The ratio of leaf dry mass to leaf area, measured on a piece of the leaf lamina that does not include the petiole or major veins.","This trait only includes data made on subsamples of a leaf, usually a leaf punch sample associated with leaf strength measurements or from the herbivory literature. For whole-leaf LMA/SLA data, see the trait `leaf_mass_per_area`",continuous variable [STATO_0000251],0.1,500,g/m2,Plants with leaves.,leaf size trait [trait_group_0011204]; leaf mass trait [trait_group_0011206],leaf [PO_0025034],area [PATO_0001323]; ratio; proportion [PATO_0001470]; mass [PATO_0000125]; per unit area [EnvThes:22003]; area density [PATO_0001351],"leaf weight, leaf mass [TO_0000505]; biomass allocation [EnvThes:21360]; leaf lamina [PO_0020039]",Pérez-Harguindeguy 2013 [https://doi.org/10.1071/BT12225],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],31/10/2022,05/02/2024,NA,NA,specific leaf area [http://purl.obolibrary.org/obo/TO_0000562],"exact match: Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded [TRY:3115] (https://www.try-db.org/de/de.php); related match: Leaf mass per area [TOP53] (https://top-thesaurus.org/index); related match: Specific leaf area [TOP50] (https://top-thesaurus.org/index); related match: Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or exclu [TRY:3117] (https://www.try-db.org/de/de.php); related match: Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included [TRY:3116] (https://www.try-db.org/de/de.php); related match: Leaf size SLA, leaf mass & LDMC [LEDA:2.1] (https://uol.de/en/landeco/research/leda/standards); close match: Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA) petiole, rhachis and midrib excluded [TRY:3086] (https://www.try-db.org/de/de.php)","A leaf morphology trait [TO:0000748] which is the ratio [PATO:0001470] of the leaf dry [PATO:0001824] mass [PATO:0000125] to leaf [PO:0025034] area [PATO:0001323], measured on a piece of the leaf lamina [PO:0020039] located away from major leaf lamina veins [PO:0020138].",NA,trait_0011231,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011232,leaf_density,Leaf tissue density,The ratio of leaf dry mass to leaf fresh volume.,NA,continuous variable [STATO_0000251],0.05,1.1,mg/mm3,NA,leaf mass trait [trait_group_0011206],leaf [PO_0025034],"mass density, density [PATO_0001019]; mass [PATO_0000125]; ratio; proportion [PATO_0001470]","leaf weight, leaf mass [TO_0000505]; biomass allocation [EnvThes:21360]",NA,NA,14/07/2021,05/02/2024,leaf mass density [http://purl.obolibrary.org/obo/FLOPO_0000692],NA,NA,"exact match: Leaf density [TOP56] (https://top-thesaurus.org/index); exact match: Leaf density (leaf tissue density, leaf dry mass per leaf volume) [TRY:48] (https://www.try-db.org/de/de.php)",The ratio [PATO:0001470] of leaf [PO:0025034] dry [PATO:0001824] mass [PATO:0000125] to leaf fresh [EnvThes:21976] volume [PATO:0000918].,NA,trait_0011232,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011260,leaf_area_ratio,Leaf area ratio (LAR),The ratio of total plant leaf area to total plant dry mass; LAR.,"Since the total plant dry mass is required for leaf area ratio measurements, this is standardly measured only on young plants or plants grown for experiments where the entire plant can be harvested. It is best practice for leaf area measurements to include the petiole.",continuous variable [STATO_0000251],0.05,100,mm2/mg,Plants with leaves.,leaf size trait [trait_group_0011204],leaf [PO_0025034]; whole plant [PO_0000003],area [PATO_0001323]; size [PATO_0000117]; ratio; proportion [PATO_0001470],NA [glossary_40081]; biomass allocation [EnvThes:21360],Poorter & Remkes 1990 [https://doi.org/10.1007/BF00317209],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,leaf area ratio [http://vocabs.lter-europe.net/EnvThes/22158],Leaf area [https://cropontology.org/rdf/CO_357:0000257],NA,"exact match: Leaf area ratio [TOP88] (https://top-thesaurus.org/index); exact match: Leaf area per plant dry mass (leaf area ratio, LAR) [TRY:109] (https://www.try-db.org/de/de.php)",A leaf area trait [TO:0000540] which is the ratio [PATO:0001470] of a plant's [PO:0000003] total [NCIT:C25304] leaf [PO:0025034] area [PATO:0001323] to total plant dry mass [TO_0000352].,NA,trait_0011260,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011261,leaf_mass_fraction,Leaf mass fraction,The ratio of leaf dry mass to total plant dry mass.,NA,continuous variable [STATO_0000251],0.01,1,g/g,NA,leaf mass trait [trait_group_0011206],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],"leaf weight, leaf mass [TO_0000505]; biomass allocation [EnvThes:21360]; NA [glossary_40081]; NA [glossary_40080]",NA,NA,14/07/2021,05/02/2024,NA,NA,NA,"exact match: Leaf mass ratio [TOP85] (https://top-thesaurus.org/index); exact match: Plant biomass and allometry: Leaf dry mass per plant dry mass (leaf weight ratio, LWR) [TRY:110] (https://www.try-db.org/de/de.php)",A leaf mass trait [TO:0000505] which is the ratio [PATO:0001470] of a plant's total leaf dry mass [APD:glossary/40080] to total plant dry mass [TO:0000352].,NA,trait_0011261,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011262,leaf_dry_matter_content,Leaf dry matter content (LDMC),The ratio of leaf dry mass to leaf fresh mass; LDMC.,"Two similar traits are `leaf_water_content_per_dry_mass`, the ratio of leaf water content to leaf dry mass and `leaf_water_content_per_fresh_mass`, the ratio of leaf water content to leaf fresh mass.",continuous variable [STATO_0000251],0.001,2,g/g,NA,leaf mass trait [trait_group_0011206],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],"leaf weight, leaf mass [TO_0000505]; biomass allocation [EnvThes:21360]; NA [glossary_40044]",NA,NA,14/07/2021,05/02/2024,NA,NA,NA,"exact match: Leaf dry matter content [TOP45] (https://top-thesaurus.org/index); exact match: Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC) [TRY:47] (https://www.try-db.org/de/de.php); exact match: Leaf dry matter content (LDMC) [GIFT:4.9] (https://gift.uni-goettingen.de); exact match: leaf dry mass per leaf fresh mass [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); exact match: Leaf dry matter content [BROT:14] (http://doi.org/10.1038/sdata.2018.135)",A leaf mass trait [TO:0000505] which is the ratio [PATO:0001470] of leaf dry mass [TO:0001014] to leaf [PO:0025034] fresh mass [APD:glossary/40044].,NA,trait_0011262,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011263,leaf_fresh_mass_per_area,Leaf fresh mass per leaf area,"The ratio of leaf fresh mass to leaf area, measured on an entire leaf including the petiole.","Leaf fresh mass per area is explicitly measured on an entire leaf, including the petiole.",continuous variable [STATO_0000251],200,2000,g/m2,Plants with leaves.,leaf size trait [trait_group_0011204]; leaf mass trait [trait_group_0011206],leaf [PO_0025034],mass [PATO_0000125]; per unit area [EnvThes:22003]; ratio; proportion [PATO_0001470],"leaf weight, leaf mass [TO_0000505]; biomass allocation [EnvThes:21360]; NA [glossary_40044]; leaf lamina [PO_0020039]; petiole [PO_0020038]",Pérez-Harguindeguy 2013 [https://doi.org/10.1071/BT12225],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,NA,NA,NA,exact match: Leaf area per leaf fresh mass (specific leaf area (SLA or 1/LMA) based on leaf fresh mass) [TRY:125] (https://www.try-db.org/de/de.php),"A leaf area trait [TO:0000540] which is the ratio [PATO:0001470] of the leaf [PO:0025034] fresh mass [APD:glossary/40044]. to the leaf area [PATO:0001323], measured on an entire leaf, including the entire leaf lamina [PO:0020039] and the petiole [PO:0020038].",NA,trait_0011263,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011264,leaf_water_content_per_area,Leaf water content per unit leaf area (leaf succulence),The ratio of the mass of water in a fresh leaf (leaf water content) to leaf surface area; leaf succulence.,NA,continuous variable [STATO_0000251],10,5000,g/m2,NA,leaf mass trait [trait_group_0011206],leaf [PO_0025034],mass [PATO_0000125]; per unit area [EnvThes:22003]; ratio; proportion [PATO_0001470],"leaf weight, leaf mass [TO_0000505]; water [CHEBI_15377]; NA [glossary_40050]",NA,NA,14/07/2021,05/02/2024,NA,tissue succulence [http://purl.obolibrary.org/obo/FLOPO_0900041],leaf moisture content [http://purl.obolibrary.org/obo/TO_0003034],NA,A leaf mass trait [TO:0000505] which is the ratio [PATO:0001470] of the mass [PATO:0000125] of water [CHEBI:15377] in a fresh [EnvThes:21976] leaf [PO:0025034] to leaf area [PATO:0001323].,NA,trait_0011264,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011265,leaf_water_content_per_dry_mass,Leaf water content per unit leaf dry mass,The ratio of the mass of water in a fresh leaf (leaf water content) to leaf dry mass.,"A similar trait that is recorded by a greater number of studies is `leaf_dry_matter_content`, the ratio of a leaf dry mass to leaf fresh mass.",continuous variable [STATO_0000251],0.01,20,g/g,NA,leaf mass trait [trait_group_0011206],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],"leaf weight, leaf mass [TO_0000505]; water [CHEBI_15377]; NA [glossary_40050]",NA,NA,14/07/2021,05/02/2024,NA,NA,leaf moisture content [http://purl.obolibrary.org/obo/TO_0003034],exact match: Leaf water content per leaf dry mass (not saturated) [TRY:14] (https://www.try-db.org/de/de.php),A leaf mass trait [TO:0000505] which is the ratio [PATO:0001470] of the mass [PATO:0000125] of water [CHEBI:15377] in a fresh [EnvThes:21976] leaf [PO:0025034] to leaf dry mass [TO:0001014].,NA,trait_0011265,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011266,leaf_water_content_per_fresh_mass,Leaf water content per unit leaf fresh mass,The ratio of the mass of water in a fresh leaf (leaf water content) to leaf fresh mass,"A similar trait that is recorded by a greater number of studies is `leaf_dry_matter_content`, the ratio of a leaf dry mass to leaf fresh mass.",continuous variable [STATO_0000251],0.01,10,g/g,NA,leaf mass trait [trait_group_0011206],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],"leaf weight, leaf mass [TO_0000505]; water [CHEBI_15377]; NA [glossary_40050]; NA [glossary_40044]",NA,NA,14/07/2021,05/02/2024,NA,NA,leaf moisture content [http://purl.obolibrary.org/obo/TO_0003034],NA,A leaf mass trait [TO:0000505] which is the ratio [PATO:0001470] of the mass [PATO:0000125] of water [CHEBI:15377] in a fresh [EnvThes:21976] leaf [PO:0025034] to leaf fresh mass [APD:glossary/40044].,NA,trait_0011266,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011267,leaf_water_content_per_saturated_mass,Leaf water content per unit saturated leaf mass,The ratio of the mass of water in a leaf (leaf water content) to the mass of a saturated leaf. A saturated leaf is one that has been hydrated to its maximal water holding capacity and is at full turgor.,NA,continuous variable [STATO_0000251],0.1,10,g/g,NA,leaf mass trait [trait_group_0011206],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],"leaf weight, leaf mass [TO_0000505]; water [CHEBI_15377]; NA [glossary_40050]; NA [glossary_40044]; water holding capacity [IOBC:200906064703668091]; turgor [PATO_0001620]",NA,NA,14/07/2021,05/02/2024,NA,NA,leaf moisture content [http://purl.obolibrary.org/obo/TO_0003034],close match: Leaf water content per leaf dry mass (at saturation) [TRY:3122] (https://www.try-db.org/de/de.php),"A leaf mass trait [TO:0000505] which is the ratio [PATO:0001470] of the mass [PATO:0000125] of water [CHEBI:15377] in a saturated leaf [PO:0025034] to the mass of a saturated leaf. A saturated leaf is one that has been hydrated to its maximum [NCIT:C25564] water holding capacity [IOBC:200906064703668091], known as full turgor [PATO:0001620].",NA,trait_0011267,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011268,leaf_cell_wall_fraction,Leaf cell wall fraction,The ratio of leaf cell wall dry mass to leaf dry mass. This is the fraction of cell wall material that can be recovered from total leaf biomass.,NA,continuous variable [STATO_0000251],0.1,1,mg/mg,NA,leaf mass trait [trait_group_0011206],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],"leaf weight, leaf mass [TO_0000505]; plant-type cell wall [GO_0009505]; biomass allocation [EnvThes:21360]; cell [CL_0000000]",NA,NA,14/07/2021,05/02/2024,NA,NA,NA,exact match: Leaf cell wall mass per leaf dry mass [TRY:3375] (https://www.try-db.org/de/de.php),A leaf mass trait [TO:0000505] which is the ratio [PATO:0001470] of cell wall [GO:0009505] dry mass to leaf dry mass [TO:0001014].,NA,trait_0011268,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011310,leaf_type,Leaf type,Variable distinguishing between general leaf form (shape) categories.,"Terms identifying the plant organ responsible for photosynthesis are mapped to the trait `plant_photosynthetic_organ`, while `leaf_form_general` only includes terms pertaining to the general form of the leaf. The trait `leaf_shape` provides detailed vocabulary to describe a leaf's shape.",categorical variable [STATO_0000252],NA,NA,NA,none,leaf shape trait [trait_group_0011304],leaf [PO_0025034],shape [PATO_0000052]; structure [PATO_0000141],leaf shape [TO_0000492],Pérez-Harguindeguy 2013 [https://doi.org/10.1071/BT12225]; Burrows 2001 [https://doi.org/10.1086/319579],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,NA,NA,NA,exact match: leaf_form_1 [GIFT:4.11.1] (https://gift.uni-goettingen.de); related match: Leaf form [TOP225] (https://top-thesaurus.org/index); related match: Leaf type [TRY:43] (https://www.try-db.org/de/de.php); close match: Basic leaf shape [BROT:5] (http://doi.org/10.1038/sdata.2018.135),"A leaf shape trait [TO:0000492] which is inclusive [NCIT:C166400] categories describing the shape [PATO:0000052] of a leaf [PO:0025034] as broad, needle-like, or scale-like.",NA,trait_0011310,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011311,leaf_shape,Leaf shape,Shapes of a leaf or leaflet.,"This trait includes terms to describe the shape of leaves, regardless of if they are broad leaves, scale-like leaves, or needle-like leaves. For compound leaves, it is generally the shape of the leaflet that is recorded. See the trait `leaf_type` for broad terms referencing leaf form (broadleaf, needle, scale) and `plant_photosynthetic_organ` for terms indicating which plant organ or tissue functions as the plant's primary photosynthetic organ (e.g. phyllode, cladode, article).",categorical variable [STATO_0000252],NA,NA,NA,Plants with leaves.,leaf shape trait [trait_group_0011304],leaf [PO_0025034],shape [PATO_0000052]; length [PATO_0000122]; curvature [PATO_0001591]; structure [PATO_0000141],leaf shape [TO_0000492]; leaf margin [PO_0020128],Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288]; Ellis 2009 [https://books.google.com/books?vid=ISBN9780801475184]; Systematics Association Committee for Descriptive Terminology 1962 [https://doi.org/10.2307/1217034],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,leaf shape [http://purl.obolibrary.org/obo/TO_0000492],NA,leaflet shape [http://purl.obolibrary.org/obo/TO_0001116],close match: Leaf form [TOP225] (https://top-thesaurus.org/index); close match: Leaf shape [TRY:154] (https://www.try-db.org/de/de.php),"A leaf shape trait [TO:0000492] which is the shape [PATO:0000052] and form of a leaf [PO:0025034], considering the ratio [PATO:0001470] of leaf length [PATO:0000122] to leaf width [PATO:0000921], the position [PATO:0000140] of the maximum [NCIT:C25564] width dimension relative to the length axis [NCIT:C25154], and the curvature [PATO:0001591] of the leaf margin [PO:0020128].",NA,trait_0011311,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011312,leaf_base_shape,Leaf base shape,The shape of the basal margin of a leaf.,NA,categorical variable [STATO_0000252],NA,NA,NA,Plants with leaves.,leaf shape trait [trait_group_0011304],leaf [PO_0025034],shape [PATO_0000052]; curvature [PATO_0001591],leaf shape [TO_0000492]; leaf base [PO_0020040]; leaf margin [PO_0020128]; petiole [PO_0020038],Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288]; Ellis 2009 [https://books.google.com/books?vid=ISBN9780801475184],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],31/10/2022,05/02/2024,Lamina shape [https://cropontology.org/rdf/CO_357:0000251],NA,NA,NA,"A leaf shape trait [TO:0000492] which is the variation in shapes and forms of a leaf base [PO:0020040], especially considering the curvature [PATO:0001591] of the leaf margin [PO:0020128] near where it attaches to the petiole [PO:0020038].",NA,trait_0011312,https://w3id.org/APD
