Entity,trait,label,description,comments,trait_type,allowed_values_min,allowed_values_max,units,allowed_values_levels,categorical_trait_description,categorical_trait_synonyms,constraints,trait_groupings,structure_measured,characteristic_measured,keywords,references,reviewers,created,reviewed,deprecated_trait_name,exact_match,close_match,related_match,description_encoded,identifier,categorical_trait_identifier,inScheme
https://w3id.org/APD/traits/trait_0011311,leaf_shape,Leaf shape,Shapes of a leaf or leaflet.,"This trait includes terms to describe the shape of leaves, regardless of if they are broad leaves, scale-like leaves, or needle-like leaves. For compound leaves, it is generally the shape of the leaflet that is recorded. See the trait `leaf_type` for broad terms referencing leaf form (broadleaf, needle, scale) and `plant_photosynthetic_organ` for terms indicating which plant organ or tissue functions as the plant's primary photosynthetic organ (e.g. phyllode, cladode, article).",categorical,,,,cordate,"A 2-dimensional heart shape, approximately ovate with a cordate base, with the petiole attaching at the notch between the lobes.",cordiform,Plants with leaves.,leaf shape trait,leaf,shape; length; curvature; structure,leaf shape; leaf margin,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184); Systematics Association Committee for Descriptive Terminology 1962 (https://doi.org/10.2307/1217034),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),14/07/2021,31/10/2022,,,Leaf form [TOP225] (https://top-thesaurus.org/index); Leaf shape [TRY:154] (https://www.try-db.org/de/de.php); leaf shape (http://purl.obolibrary.org/obo/TO_0000492),,"A leaf shape trait [TO:0000492] which is the shape [PATO:0000052] and form of a leaf [PO:0025034], considering the ratio [PATO:0001470] of leaf length [PATO:0000122] to leaf width [PATO:0000921], the position [PATO:0000140] of the maximum [NCIT:C25564] width dimension relative to the length axis [NCIT:C25154], and the curvature [PATO:0001591] of the leaf margin [PO:0020128].",trait_0011311,leaf_shape_cordate,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011311,leaf_shape,Leaf shape,Shapes of a leaf or leaflet.,"This trait includes terms to describe the shape of leaves, regardless of if they are broad leaves, scale-like leaves, or needle-like leaves. For compound leaves, it is generally the shape of the leaflet that is recorded. See the trait `leaf_type` for broad terms referencing leaf form (broadleaf, needle, scale) and `plant_photosynthetic_organ` for terms indicating which plant organ or tissue functions as the plant's primary photosynthetic organ (e.g. phyllode, cladode, article).",categorical,,,,obcordate,"A 2-dimensional heart shape, approximately ovate with a cordate apex, and the petiole attaching along the broad, curve side.",,Plants with leaves.,leaf shape trait,leaf,shape; length; curvature; structure,leaf shape; leaf margin,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184); Systematics Association Committee for Descriptive Terminology 1962 (https://doi.org/10.2307/1217034),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),14/07/2021,31/10/2022,,,Leaf form [TOP225] (https://top-thesaurus.org/index); Leaf shape [TRY:154] (https://www.try-db.org/de/de.php); leaf shape (http://purl.obolibrary.org/obo/TO_0000492),,"A leaf shape trait [TO:0000492] which is the shape [PATO:0000052] and form of a leaf [PO:0025034], considering the ratio [PATO:0001470] of leaf length [PATO:0000122] to leaf width [PATO:0000921], the position [PATO:0000140] of the maximum [NCIT:C25564] width dimension relative to the length axis [NCIT:C25154], and the curvature [PATO:0001591] of the leaf margin [PO:0020128].",trait_0011311,leaf_shape_obcordate,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011311,leaf_shape,Leaf shape,Shapes of a leaf or leaflet.,"This trait includes terms to describe the shape of leaves, regardless of if they are broad leaves, scale-like leaves, or needle-like leaves. For compound leaves, it is generally the shape of the leaflet that is recorded. See the trait `leaf_type` for broad terms referencing leaf form (broadleaf, needle, scale) and `plant_photosynthetic_organ` for terms indicating which plant organ or tissue functions as the plant's primary photosynthetic organ (e.g. phyllode, cladode, article).",categorical,,,,falcate,"A 2-dimensional sickle-shape, approximately lanceolate to linear and curved on one side.","scimitar-shaped, sickle-shaped, falciform, crescent-shaped",Plants with leaves.,leaf shape trait,leaf,shape; length; curvature; structure,leaf shape; leaf margin,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184); Systematics Association Committee for Descriptive Terminology 1962 (https://doi.org/10.2307/1217034),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),14/07/2021,31/10/2022,,,Leaf form [TOP225] (https://top-thesaurus.org/index); Leaf shape [TRY:154] (https://www.try-db.org/de/de.php); leaf shape (http://purl.obolibrary.org/obo/TO_0000492),,"A leaf shape trait [TO:0000492] which is the shape [PATO:0000052] and form of a leaf [PO:0025034], considering the ratio [PATO:0001470] of leaf length [PATO:0000122] to leaf width [PATO:0000921], the position [PATO:0000140] of the maximum [NCIT:C25564] width dimension relative to the length axis [NCIT:C25154], and the curvature [PATO:0001591] of the leaf margin [PO:0020128].",trait_0011311,leaf_shape_falcate,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011311,leaf_shape,Leaf shape,Shapes of a leaf or leaflet.,"This trait includes terms to describe the shape of leaves, regardless of if they are broad leaves, scale-like leaves, or needle-like leaves. For compound leaves, it is generally the shape of the leaflet that is recorded. See the trait `leaf_type` for broad terms referencing leaf form (broadleaf, needle, scale) and `plant_photosynthetic_organ` for terms indicating which plant organ or tissue functions as the plant's primary photosynthetic organ (e.g. phyllode, cladode, article).",categorical,,,,reniform,"A 2-dimensional shape that is roughly kidney-shaped, wider than long with a rounded apex and two rounded, basal lobes that are smoothly concave at their intersection.",kidney-shaped,Plants with leaves.,leaf shape trait,leaf,shape; length; curvature; structure,leaf shape; leaf margin,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184); Systematics Association Committee for Descriptive Terminology 1962 (https://doi.org/10.2307/1217034),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),14/07/2021,31/10/2022,,,Leaf form [TOP225] (https://top-thesaurus.org/index); Leaf shape [TRY:154] (https://www.try-db.org/de/de.php); leaf shape (http://purl.obolibrary.org/obo/TO_0000492),,"A leaf shape trait [TO:0000492] which is the shape [PATO:0000052] and form of a leaf [PO:0025034], considering the ratio [PATO:0001470] of leaf length [PATO:0000122] to leaf width [PATO:0000921], the position [PATO:0000140] of the maximum [NCIT:C25564] width dimension relative to the length axis [NCIT:C25154], and the curvature [PATO:0001591] of the leaf margin [PO:0020128].",trait_0011311,leaf_shape_reniform,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011311,leaf_shape,Leaf shape,Shapes of a leaf or leaflet.,"This trait includes terms to describe the shape of leaves, regardless of if they are broad leaves, scale-like leaves, or needle-like leaves. For compound leaves, it is generally the shape of the leaflet that is recorded. See the trait `leaf_type` for broad terms referencing leaf form (broadleaf, needle, scale) and `plant_photosynthetic_organ` for terms indicating which plant organ or tissue functions as the plant's primary photosynthetic organ (e.g. phyllode, cladode, article).",categorical,,,,spathulate,"A 2-dimensional shape that can be approximately oblong, obovate, or oblanceolate in outline with a long attenuate base, like a spoon.","spoon-shaped, clavate",Plants with leaves.,leaf shape trait,leaf,shape; length; curvature; structure,leaf shape; leaf margin,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184); Systematics Association Committee for Descriptive Terminology 1962 (https://doi.org/10.2307/1217034),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),14/07/2021,31/10/2022,,,Leaf form [TOP225] (https://top-thesaurus.org/index); Leaf shape [TRY:154] (https://www.try-db.org/de/de.php); leaf shape (http://purl.obolibrary.org/obo/TO_0000492),,"A leaf shape trait [TO:0000492] which is the shape [PATO:0000052] and form of a leaf [PO:0025034], considering the ratio [PATO:0001470] of leaf length [PATO:0000122] to leaf width [PATO:0000921], the position [PATO:0000140] of the maximum [NCIT:C25564] width dimension relative to the length axis [NCIT:C25154], and the curvature [PATO:0001591] of the leaf margin [PO:0020128].",trait_0011311,leaf_shape_spathulate,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011311,leaf_shape,Leaf shape,Shapes of a leaf or leaflet.,"This trait includes terms to describe the shape of leaves, regardless of if they are broad leaves, scale-like leaves, or needle-like leaves. For compound leaves, it is generally the shape of the leaflet that is recorded. See the trait `leaf_type` for broad terms referencing leaf form (broadleaf, needle, scale) and `plant_photosynthetic_organ` for terms indicating which plant organ or tissue functions as the plant's primary photosynthetic organ (e.g. phyllode, cladode, article).",categorical,,,,strap-shaped,A 2-dimensional shape that is strap-shaped with a rounded tip and a length:width ratio greater than 12:1.,,Plants with leaves.,leaf shape trait,leaf,shape; length; curvature; structure,leaf shape; leaf margin,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184); Systematics Association Committee for Descriptive Terminology 1962 (https://doi.org/10.2307/1217034),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),14/07/2021,31/10/2022,,,Leaf form [TOP225] (https://top-thesaurus.org/index); Leaf shape [TRY:154] (https://www.try-db.org/de/de.php); leaf shape (http://purl.obolibrary.org/obo/TO_0000492),,"A leaf shape trait [TO:0000492] which is the shape [PATO:0000052] and form of a leaf [PO:0025034], considering the ratio [PATO:0001470] of leaf length [PATO:0000122] to leaf width [PATO:0000921], the position [PATO:0000140] of the maximum [NCIT:C25564] width dimension relative to the length axis [NCIT:C25154], and the curvature [PATO:0001591] of the leaf margin [PO:0020128].",trait_0011311,leaf_shape_strap-shaped,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011311,leaf_shape,Leaf shape,Shapes of a leaf or leaflet.,"This trait includes terms to describe the shape of leaves, regardless of if they are broad leaves, scale-like leaves, or needle-like leaves. For compound leaves, it is generally the shape of the leaflet that is recorded. See the trait `leaf_type` for broad terms referencing leaf form (broadleaf, needle, scale) and `plant_photosynthetic_organ` for terms indicating which plant organ or tissue functions as the plant's primary photosynthetic organ (e.g. phyllode, cladode, article).",categorical,,,,ensiform,A 2-dimensional shape that is sword-shaped with a pointed tip and a length:width ratio greater than 12:1.,sword-shaped,Plants with leaves.,leaf shape trait,leaf,shape; length; curvature; structure,leaf shape; leaf margin,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184); Systematics Association Committee for Descriptive Terminology 1962 (https://doi.org/10.2307/1217034),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),14/07/2021,31/10/2022,,,Leaf form [TOP225] (https://top-thesaurus.org/index); Leaf shape [TRY:154] (https://www.try-db.org/de/de.php); leaf shape (http://purl.obolibrary.org/obo/TO_0000492),,"A leaf shape trait [TO:0000492] which is the shape [PATO:0000052] and form of a leaf [PO:0025034], considering the ratio [PATO:0001470] of leaf length [PATO:0000122] to leaf width [PATO:0000921], the position [PATO:0000140] of the maximum [NCIT:C25564] width dimension relative to the length axis [NCIT:C25154], and the curvature [PATO:0001591] of the leaf margin [PO:0020128].",trait_0011311,leaf_shape_ensiform,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011311,leaf_shape,Leaf shape,Shapes of a leaf or leaflet.,"This trait includes terms to describe the shape of leaves, regardless of if they are broad leaves, scale-like leaves, or needle-like leaves. For compound leaves, it is generally the shape of the leaflet that is recorded. See the trait `leaf_type` for broad terms referencing leaf form (broadleaf, needle, scale) and `plant_photosynthetic_organ` for terms indicating which plant organ or tissue functions as the plant's primary photosynthetic organ (e.g. phyllode, cladode, article).",categorical,,,,subulate,"A 2-dimensional shape that is awl-shaped, approximately narrowly oblong to narrowly triangular with a broad base.",awl-shaped,Plants with leaves.,leaf shape trait,leaf,shape; length; curvature; structure,leaf shape; leaf margin,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184); Systematics Association Committee for Descriptive Terminology 1962 (https://doi.org/10.2307/1217034),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),14/07/2021,31/10/2022,,,Leaf form [TOP225] (https://top-thesaurus.org/index); Leaf shape [TRY:154] (https://www.try-db.org/de/de.php); leaf shape (http://purl.obolibrary.org/obo/TO_0000492),,"A leaf shape trait [TO:0000492] which is the shape [PATO:0000052] and form of a leaf [PO:0025034], considering the ratio [PATO:0001470] of leaf length [PATO:0000122] to leaf width [PATO:0000921], the position [PATO:0000140] of the maximum [NCIT:C25564] width dimension relative to the length axis [NCIT:C25154], and the curvature [PATO:0001591] of the leaf margin [PO:0020128].",trait_0011311,leaf_shape_subulate,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011311,leaf_shape,Leaf shape,Shapes of a leaf or leaflet.,"This trait includes terms to describe the shape of leaves, regardless of if they are broad leaves, scale-like leaves, or needle-like leaves. For compound leaves, it is generally the shape of the leaflet that is recorded. See the trait `leaf_type` for broad terms referencing leaf form (broadleaf, needle, scale) and `plant_photosynthetic_organ` for terms indicating which plant organ or tissue functions as the plant's primary photosynthetic organ (e.g. phyllode, cladode, article).",categorical,,,,peltate,"A 2-dimensional orbicular shape, distinguished by the petiole attaching near the center of the leaf lamina.",,Plants with leaves.,leaf shape trait,leaf,shape; length; curvature; structure,leaf shape; leaf margin,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184); Systematics Association Committee for Descriptive Terminology 1962 (https://doi.org/10.2307/1217034),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),14/07/2021,31/10/2022,,,Leaf form [TOP225] (https://top-thesaurus.org/index); Leaf shape [TRY:154] (https://www.try-db.org/de/de.php); leaf shape (http://purl.obolibrary.org/obo/TO_0000492),,"A leaf shape trait [TO:0000492] which is the shape [PATO:0000052] and form of a leaf [PO:0025034], considering the ratio [PATO:0001470] of leaf length [PATO:0000122] to leaf width [PATO:0000921], the position [PATO:0000140] of the maximum [NCIT:C25564] width dimension relative to the length axis [NCIT:C25154], and the curvature [PATO:0001591] of the leaf margin [PO:0020128].",trait_0011311,leaf_shape_peltate,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011311,leaf_shape,Leaf shape,Shapes of a leaf or leaflet.,"This trait includes terms to describe the shape of leaves, regardless of if they are broad leaves, scale-like leaves, or needle-like leaves. For compound leaves, it is generally the shape of the leaflet that is recorded. See the trait `leaf_type` for broad terms referencing leaf form (broadleaf, needle, scale) and `plant_photosynthetic_organ` for terms indicating which plant organ or tissue functions as the plant's primary photosynthetic organ (e.g. phyllode, cladode, article).",categorical,,,,filiform,"A 2-dimensional shape that is long, thin, and typically flexuous, threadlike, filamentous.",,Plants with leaves.,leaf shape trait,leaf,shape; length; curvature; structure,leaf shape; leaf margin,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184); Systematics Association Committee for Descriptive Terminology 1962 (https://doi.org/10.2307/1217034),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),14/07/2021,31/10/2022,,,Leaf form [TOP225] (https://top-thesaurus.org/index); Leaf shape [TRY:154] (https://www.try-db.org/de/de.php); leaf shape (http://purl.obolibrary.org/obo/TO_0000492),,"A leaf shape trait [TO:0000492] which is the shape [PATO:0000052] and form of a leaf [PO:0025034], considering the ratio [PATO:0001470] of leaf length [PATO:0000122] to leaf width [PATO:0000921], the position [PATO:0000140] of the maximum [NCIT:C25564] width dimension relative to the length axis [NCIT:C25154], and the curvature [PATO:0001591] of the leaf margin [PO:0020128].",trait_0011311,leaf_shape_filiform,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011312,leaf_base_shape,Leaf base shape,The shape of the basal margin of a leaf.,,categorical,,,,acute,Two sides of the leaf meet at an angle that is less than 90°.,,Plants with leaves.,leaf shape trait,leaf,shape; curvature,leaf shape; leaf base; leaf margin; petiole,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),31/10/2022,31/10/2022,,,,,"A leaf shape trait [TO:0000492] which is the variation in shapes and forms of a leaf base [PO:0020040], especially considering the curvature [PATO:0001591] of the leaf margin [PO:0020128] near where it attaches to the petiole [PO:0020038].",trait_0011312,leaf_base_shape_acute,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011312,leaf_base_shape,Leaf base shape,The shape of the basal margin of a leaf.,,categorical,,,,attenuate,"Basal leaf margin abruptly incurved (concave), the two sides intersecting at an angle of less than 45°.",,Plants with leaves.,leaf shape trait,leaf,shape; curvature,leaf shape; leaf base; leaf margin; petiole,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),31/10/2022,31/10/2022,,,,,"A leaf shape trait [TO:0000492] which is the variation in shapes and forms of a leaf base [PO:0020040], especially considering the curvature [PATO:0001591] of the leaf margin [PO:0020128] near where it attaches to the petiole [PO:0020038].",trait_0011312,leaf_base_shape_attenuate,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011312,leaf_base_shape,Leaf base shape,The shape of the basal margin of a leaf.,,categorical,,,,auriculate,Basal leaf margin with two rounded lobes. The leaf margin above the lobes is concave. The petiole attaches in the incised region between the lobes.,,Plants with leaves.,leaf shape trait,leaf,shape; curvature,leaf shape; leaf base; leaf margin; petiole,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),31/10/2022,31/10/2022,,,,,"A leaf shape trait [TO:0000492] which is the variation in shapes and forms of a leaf base [PO:0020040], especially considering the curvature [PATO:0001591] of the leaf margin [PO:0020128] near where it attaches to the petiole [PO:0020038].",trait_0011312,leaf_base_shape_auriculate,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011312,leaf_base_shape,Leaf base shape,The shape of the basal margin of a leaf.,,categorical,,,,cordate,Basal leaf margin with two rounded lobes and the petiole attaches in the incised region between the lobes. The leaf margin above the lobes is rounded.,,Plants with leaves.,leaf shape trait,leaf,shape; curvature,leaf shape; leaf base; leaf margin; petiole,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),31/10/2022,31/10/2022,,,,,"A leaf shape trait [TO:0000492] which is the variation in shapes and forms of a leaf base [PO:0020040], especially considering the curvature [PATO:0001591] of the leaf margin [PO:0020128] near where it attaches to the petiole [PO:0020038].",trait_0011312,leaf_base_shape_cordate,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011312,leaf_base_shape,Leaf base shape,The shape of the basal margin of a leaf.,,categorical,,,,cuneate,"Basal leaf margin approximately straight, the two sides intersecting at an angle between 45° to 90°.",,Plants with leaves.,leaf shape trait,leaf,shape; curvature,leaf shape; leaf base; leaf margin; petiole,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),31/10/2022,31/10/2022,,,,,"A leaf shape trait [TO:0000492] which is the variation in shapes and forms of a leaf base [PO:0020040], especially considering the curvature [PATO:0001591] of the leaf margin [PO:0020128] near where it attaches to the petiole [PO:0020038].",trait_0011312,leaf_base_shape_cuneate,https://w3id.org/APD
