Entity,label,description,identifier,inScheme,prefix,vocabulary
http://purl.obolibrary.org/obo/FLOPO_0000093,stem shape,[no definition],FLOPO_0000093,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0000500,leaf morphology,[no definition],FLOPO_0000500,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0000692,leaf mass density,[no definition],FLOPO_0000692,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0001888,cotyledon pilosity,[no definition],FLOPO_0001889,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0002203,inflorescence phenotypic sex,[no definition],FLOPO_0002203,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0003673,root branchiness,[no definition],FLOPO_0003673,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0004243,plant cuticle thickness,[no definition],FLOPO_0004243,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0005619,leaf surface feature shape,[no definition],FLOPO_0005619,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0006416,leaf spiny,[no definition],FLOPO_0006416,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0008799,bark morphology,[no definition],FLOPO_0008799,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0010468,leaf curled,[no definition],FLOPO_0010468,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0013426,stem surface feature shape,[no definition],FLOPO_0013426,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0013872,root texture,[no definition],FLOPO_0013872,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0015264,stem spiny,[no definition],FLOPO_0015264,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0016172,primary root phenotype,[no definition],FLOPO_0016172,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0900022,whole plant lifeform,[no definition],FLOPO_0900022,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0900032,whole plant growth form,[no definition],FLOPO_0900032,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0900038,shoot axis woodiness,[no definition],FLOPO_0900038,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0900045,whole plant parasitic,[no definition],FLOPO_0900045,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0900073,leaf margin entire,[no definition],FLOPO_0900073,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0900041,tissue succulence,[no definition],FLOPO_0900041,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/FLOPO_0003626,hypocotyl pilosity,[no definition],FLOPO_0003626,http://purl.obolibrary.org/obo/,obo,Flora Phenotype Ontology
http://purl.obolibrary.org/obo/GO_0000003,reproduction,The production of new individuals that contain some portion of genetic material inherited from one or more parent organisms.,GO_0000003,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0003006,developmental process involved in reproduction,"A developmental process in which a progressive change in the state of some part of an organism, germline or somatic, specifically contributes to its ability to form offspring.",GO_0003006,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0005575,cellular component,"A location, relative to cellular compartments and structures, occupied by a macromolecular machine when it carries out a molecular function. There are two ways in which the gene ontology describes locations of gene products: [1] relative to cellular structures [e.g., cytoplasmic side of plasma membrane] or compartments [e.g., mitochondrion], and [2] the stable macromolecular complexes of which they are parts [e.g., the ribosome].",GO_0005575,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0006833,water transport,"The directed movement of water [H2O] into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",GO_0006833,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0009399,nitrogen fixation,"The process in which nitrogen is taken from its relatively inert molecular form (N2) in the atmosphere and converted into nitrogen compounds useful for other chemical processes, such as ammonia, nitrate and nitrogen dioxide.",GO_0009399,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0009505,plant-type cell wall,A more or less rigid stucture lying outside the cell membrane of a cell and composed of cellulose and pectin and other organic and inorganic substances.,GO_0009505,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0009507,chloroplast,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma.",GO_0009507,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0009521,photosystem,A complex located in a photosynthetic membrane that consists of a photoreaction center associated with accessory pigments and electron carriers. Examples of this component are found in Arabidopsis thaliana and in photosynthetic bacterial and archaeal species.,GO_0009521,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0009538,photosystem I reaction center,"A photochemical system containing P700, the chlorophyll a dimer that functions as a primary electron donor. Functioning as a light-dependent plastocyanin-ferredoxin oxidoreductase, it transfers electrons from plastocyanin to ferredoxin.",GO_0009538,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0009539,photosystem II reaction center,"An integral membrane complex containing P680, the chlorophyll a molecule that functions as a primary electron donor. In the light, functioning as a water-plastoquinone oxidoreductase, it transfers electrons from water to plastoquinone.",GO_0009539,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0009579,thylakoid,"A membranous cellular structure that bears the photosynthetic pigments in plants, algae, and cyanobacteria. In cyanobacteria thylakoids are of various shapes and are attached to, or continuous with, the plasma membrane. In eukaryotes they are flattened, membrane-bounded disk-like structures located in the chloroplasts; in the chloroplasts of higher plants the thylakoids form dense stacks called grana. Isolated thylakoid preparations can carry out photosynthetic electron transport and the associated phosphorylation.",GO_0009579,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0009628,response to abiotic stimulus,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus.",GO_0009628,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0009760,C4 photosynthesis,"The combination of atmospheric CO2 with a 3-carbon molecule phosphoenol pyruvate (PEP) in the mesophyll cells to make a 4-carbon acid which is immediately converted to malic acid. The malic acid is then passed across to the bundle sheath cells where it is broken down again to pyruvic acid and CO2. The acid is passed back to the mesophyll cells to be used again, while the CO2 is fed into the reductive pentose-phosphate cycle (Calvin cycle) and converted into sugar and starch. [database_cross_reference: ISBN:0816017360]",GO_0009760,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0009761,CAM photosynthesis,"The combination of atmospheric CO2 with a 3-carbon molecule phosphoenol pyruvate (PEP) to make malic acid. The malic acid is then passed into the vacuole where it is stored until daylight, when it is shuttled back out to be used as a substrate in the light reaction of photosynthesis. [database_cross_reference: ISBN:0582015952]",GO_0009761,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0009845,seed germination,The physiological and developmental changes that occur in a seed commencing with water uptake [imbibition] and terminating with the elongation of the embryonic axis.,GO_0009845,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0009853,photorespiration,"A light-dependent catabolic process occurring concomitantly with photosynthesis in plants (especially C3 plants) whereby dioxygen (O2) is consumed and carbon dioxide (CO2) is evolved. The substrate is glycolate formed in large quantities in chloroplasts from 2-phosphoglycolate generated from ribulose 1,5-bisphosphate by the action of ribulose-bisphosphate carboxylase; the glycolate enters the peroxisomes where it is converted by glycolate oxidase to glyoxylate which undergoes transamination to glycine. This then passes into the mitochondria where it is decarboxylated forming one molecule of serine for every two molecules of glycine. This pathway also exists in photosynthetic bacteria.",GO_0009853,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0009856,pollination,"The cascade of biological processes occurring in plants beginning when the pollen lands on the female reproductive organs of a plant and continuing up to, but not including, fertilization, as defined by sperm-egg cell fusion.",GO_0009856,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0009877,nodulation,The formation of nitrogen-fixing root nodules on plant roots.,GO_0009877,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0009900,dehiscence,"The opening of an anther, fruit or other structure, which permits the escape of reproductive bodies contained within it.",GO_0009900,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0009987,cellular process,"Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level.",GO_0009987,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0010109,regulation of photosynthesis,"Any process that modulates the frequency, rate or extent of photosynthesis.",GO_0010109,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0010162,seed dormancy,"The process in which a dormant state is induced, maintained and broken in a seed. Dormancy is characterized by a suspension of physiological activity that can be reactivated.",GO_0010162,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0015979,photosynthesis,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide [CO2] using energy obtained from light rather than from the oxidation of chemical compounds.",GO_0015979,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.,GO_0016020,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0016265,death,A permanent cessation of all vital functions: the end of life; can be applied to a whole organism or to a part of an organism..,GO_0016265,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0018995,host,"Any organism in which another organism, especially a parasite or symbiont, spends part or all of its life cycle and from which it obtains nourishment and/or protection.",GO_0018995,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0019253,Calvin cycle; C3 photosynthesis (reductive pentose-phosphate cycle),"The fixation of carbon dioxide (CO2) as glucose in the chloroplasts of C3 plants; uses ATP and NADPH formed in the light reactions of photosynthesis; carbon dioxide reacts with ribulose 1,5-bisphosphate (catalyzed by the function of ribulose-bisphosphate carboxylase) to yield two molecules of 3-phosphoglycerate; these are then phosphorylated by ATP to 1,3-bisphosphateglyceraldehyde which, in turn, is then reduced by NADPH to glyceraldehyde 3-phosphate. The glyceraldehyde 3-phosphate is converted to fructose 5-phosphate and ribulose 5-phosphate by aldolase and other enzymes; the ribulose 5-phosphate is phosphorylated by ATP to ribulose 1,5-bisphosphate. [database_cross_reference: ISBN:0198547684]",GO_0019253,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0019684,"photosynthesis, light reaction","The light reactions of photosynthesis, which take place in photosystems II and I. Light energy is harvested and used to power the transfer of electrons among a series of electron donors and acceptors. The final electron acceptor is NADP+, which is reduced to NADPH. NADPH generated from light reactions is used in sugar synthesis in dark reactions. Light reactions also generate a proton motive force across the thylakoid membrane, and the proton gradient is used to synthesize ATP. There are two chemical reactions involved in the light reactions: water oxidation in photosystem II, and NADP reduction in photosystem I.",GO_0019684,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0019685,"photosynthesis, dark reaction",A complex cycle of enzyme-mediated reactions which catalyzes the reduction of carbon dioxide to sugar. As well as carbon dioxide the cycle requires reducing power in the form of reduced nicotinamide adenine dinucleotide phosphate (NADP) and chemical energy in the form of adenosine triphosphate (ATP). The reduced NADP (NADPH) and ATP are produced by the 'light' reactions. [database_cross_reference: ISBN:0582015952],GO_0019685,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0019954,asexual reproduction,"A type of reproduction in which new individuals are produced from a single organism, either from an unfertilized egg or from a single cell or group of cells.",GO_0019954,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0022900,electron transport chain,A process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors.,GO_0022900,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0031099,regeneration,"The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass).",GO_0031099,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0036377,arbuscular mycorrhizal association,"A form of mutualism between a fungus and the roots of a vascular plant, where hyphae of the fungus penetrate the plant cell wall and invaginate its cell membrane. Once inside, the fungus forms highly branched structures for nutrient exchange with the plant called arbuscules. Aids in the acquisition by the plant of nutrients such as phosphorus from the soil.",GO_0036377,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0040007,growth,"The increase in size or mass of an entire organism, a part of an organism or a cell.",GO_0040007,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0044237,cellular metabolic process,The chemical reactions and pathways by which individual cells transform chemical substances.,GO_0044237,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0044403,"biological process involved in symbiotic interaction, symbiosis","An interaction between two organisms living together in more or less intimate association. A process carried out by gene products in an organism that enable the organism to engage in a symbiotic relationship, a more or less intimate association, with another organism. The various forms of symbiosis include parasitism, in which the association is disadvantageous or destructive to one of the organisms; mutualism, in which the association is advantageous, or often necessary to one or both and not harmful to either; and commensalism, in which one member of the association benefits while the other is not affected. However, mutualism, parasitism, and commensalism are often not discrete categories of interactions and should rather be perceived as a continuum of interaction ranging from parasitism to mutualism. In fact, the direction of a symbiotic interaction can change during the lifetime of the symbionts due to developmental changes as well as changes in the biotic/abiotic environment in which the interaction occurs. Microscopic symbionts are often referred to as endosymbionts.",GO_0044403,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0044419,biological process involved in interspecies interaction between organisms,Any process evolved to enable an interaction with an organism of a different species.,GO_0044419,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0045333,cellular respiration,The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which either requires oxygen (aerobic respiration) or does not (anaerobic respiration).,GO_0045333,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0048492,"rubisco complex, ribulose bisphosphate carboxylase complex","A complex containing either both large and small subunits or just small subunits which carries out the activity of producing 3-phosphoglycerate from carbon dioxide and ribulose-1,5-bisphosphate",GO_0048492,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0050896,response to stimulus,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism.",GO_0050896,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0062074,pollen aperture,"An area where exine is reduced or absent, in the pollen wall.",GO_0062074,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0072519,parasitism,An interaction between two organisms living together in more or less intimate association in a relationship in which association is disadvantageous or destructive to one of the organisms.,GO_0072519,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0085030,mutualism,An interaction between two organisms living together in more or less intimate association in a relationship in which both organisms benefit from each other.,GO_0085030,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0085035,haustorium,A projection from a cell or tissue that penetrates the host's cell wall and invaginates the host cell membrane.,GO_0085035,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0090406,pollen tube,A tubular cell projection that is part of a pollen tube cell and extends from a pollen grain. Carries the male gametes to into or near the ovule.,GO_0090406,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/GO_0090546,chlorophyll fluorescence,The process by which excess light energy absorbed by chlorophyll and not used to drive photosynthesis is re-emitted as light.,GO_0090546,http://purl.obolibrary.org/obo/,obo,Gene Ontology
http://purl.obolibrary.org/obo/HP_0012531,pain,"An unpleasant sensory and emotional experience associated with actual or potential tissue damage, or described in terms of such damage.",HP_0012531,http://purl.obolibrary.org/obo/,obo,Human Phenotype Ontology
http://purl.obolibrary.org/obo/MOP_0000591,carboxylation,Formation of a covalent bond between a substrate and a carboxy group.,MOP_0000591,http://purl.obolibrary.org/obo/,obo,Molecular Process Ontology
http://purl.obolibrary.org/obo/NCBITaxon_3193,"plants, land plants",[no definition],NCBITaxon_3193,http://purl.obolibrary.org/obo/,obo,NCBI organismal classification
http://purl.obolibrary.org/obo/NCBITaxon_4751,fungi,[no definition],NCBITaxon_4751,http://purl.obolibrary.org/obo/,obo,NCBI organismal classification
http://purl.obolibrary.org/obo/NCBITaxon_1117,cyanobacteria,[no definition],NCBITaxon_1117,http://purl.obolibrary.org/obo/,obo,NCBI organismal classification
http://purl.obolibrary.org/obo/NCIT_C116358,"suitable, amenable",Having the appropriate qualities.,NCIT_C116358,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C120715,shortest diameter,The minimum value in a range of values that describe the diameter of an entity.,NCT_C120715,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C124422,airway conductance,"The instantaneous rate of gas flow in the airway, expressed as the pressure difference between any given part of the airway and the alveoli; it is the reciprocal of airway resistance.",NCIT_C124422,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C124537,fused,A physical quality in which the entity or structure is physically attached or combined with another entity or structure to become a whole.,NCIT_C124537,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C126395,recycle,To use again following processing.,NCIT_C126395,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C13018,organ,"A unique macroscopic (gross) anatomic structure that performs specific functions. It is composed of various tissues. An organ is part of an anatomic system or a body region. Representative examples include the heart, lung, liver, spleen, and uterus.",NCIT_C13018,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C13202,chromosome,"One of the bodies in the cell nucleus that is the bearer of genes, has the form of a delicate chromatin filament during interphase, contracts to form a compact cylinder segmented into two arms by the centromere during metaphase and anaphase stages of cell division, and is capable of reproducing its physical and chemical structure through successive cell divisions.",NCIT_C13202,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C14187,bacteria,"Unicellular, prokaryotic organisms that reproduce by cell division and usually have cell walls; can be shaped like spheres, rods or spirals and can be found in virtually any environment.",NCIT_C14187,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C153298,longevity,The length or duration of life or viability.,NCIT_C153298,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C157201,combustion,The combination of a substance with oxygen that involves the production of heat and light.,NCIT_C157201,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C158868,adaptation,"The alteration or adjustment in structure or habits, often occurring through natural selection, by which a species becomes better able to function in its environment.",NCIT_C158868,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C16940,optics,The branch of physics that describes the behavior and properties of light and the interaction of light with matter.,NCIT_C16940,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C16977,phenotype,The assemblage of traits or outward appearance of an individual. It is the product of interactions between genes and between genes and the environment.,NCIT_C16977,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C16990,physiology,"The study of the mechanical, physical, and biochemical functions of living organisms.",NCIT_C16990,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C17941,exposure,The act of subjecting someone or something to an influencing experience.,NCIT_C17941,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C179804,number fraction,The quotient of the number of particular entities [constituents] and the number of all constituents in the system.,NCIT_C179804,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C180567,enzyme activity,"The rate of reaction catalyzed by an enzyme, usually expressed as micromoles of product formed or substrate transformed per minute.",NCIT_C180567,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C19536,metabolic process,"Organic processes in a cell or organism that are necessary to sustain life. Cellular metabolism can be divided into two categories. Anabolism entails the construction of complex organic molecules from simpler precursors, while catabolism involves the breakdown of complex substances into simpler molecules",NCIT_C19536,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C19899,biochemical reaction,"A chemical process, typically mediated by an enzyme, in which one or more substances (a substrate) are transformed by covalent modification into another substance(s) (a product) or in which the state of a substance is transformed.",NCIT_C19899,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25150,age,How long something has existed; elapsed time since birth.,NCIT_C25150,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25154,axis,A straight line through a body or figure that satisfies certain conditions.,NCIT_C25154,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25161,classification,"A method of generalization, the systematic arrangement of entities into classes or groups based on mutual similarity and certain differing characteristics.",NCIT_C25161,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C49148,magnitude,Greatness in size or extent; a number assigned to a quantity so that it may be compared with other quantities. (Dictionary.com),NCIT_C49158,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25201,sensitivity,The ability to respond to physical stimuli or to register small physical amounts or differences.,NCIT_C25201,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25227,high,An elevated level or position or degree; greater than normal in degree or intensity or amount.,NCIT_C25227,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25245,surface,The extended two-dimensional outer boundary of a three-dimensional object.,NCIT_C25245,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25251,primary,Occurring first in time or sequence; original; of greatest rank or importance or value.,NCIT_C25251,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25256,quantity,How much there is of something that you can measure; the total amount or number.,NCIT_C25256,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25284,type,Something distinguishable as an identifiable class based on common qualities.,NCIT_C25284,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25304,total,"Pertaining to an entirety or whole, also constituting the full quantity or extent; complete; derived by addition.",NCIT_C25304,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25309,lower,The bottom one of two.,NCIT_C25309,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25330,duration,The period of time during which something continues.,NCIT_C25330,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25341,location,"A position, site, or point in space where something can be found.",NCIT_C25341,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25343,mechanism,The means by which an effect is obtained.,NCIT_C25343,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25355,upper,Higher in place or position; the topmost one of two.,NCIT_C25355,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25376,"small, smaller","Limited in number, quantity, magnitude or extent.",NCIT_C25376,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25390,index,"A numerical scale used to compare variables with one another or with some reference number; a number used to select an element of a list, vector, array or other sequence.",NCIT_C25390,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25423,apical,Relating to or located at the tip (an apex).,NCIT_C25423,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25446,change,The act of alteration or modification; changed or altered in form or character.,NCIT_C25446,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25463,count,Determining the number or amount of something.,NCIT_C25463,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25513,formation,The act of forming something or the structure formed.,NCIT_C25513,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25518,function,The normal action performed by a structure or device.,NCIT_C25518,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25533,increase,"A process of becoming larger, more numerous, more important, or more likely.",NCIT_C25533,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25558,longest,Having the greater length of two or the greatest length of several.,NCIT_C25558,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25564,maximum,The largest possible quantity or degree.,NCIT_C25564,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
http://purl.obolibrary.org/obo/NCIT_C25570,minimum,The smallest possible quantity.,NCIT_C25570,http://purl.obolibrary.org/obo/,obo,National Cancer Institute Thesaurus
