Subject,Predicate,Object
<http://doi.org/10.1111/1365-2745.12035>,<http://purl.org/dc/terms/title>,"""Costs and benefits of relative bark thickness in relation to fire damage: a savanna/forest contrast""@en"
<http://uol.de/en/landeco/research/leda/standards>,<http://www.w3.org/2000/01/rdf-schema#label>,"""LEDA Data Standards 2005""^^[xsd:string]"
<http://uol.de/en/landeco/research/leda/standards>,<http://purl.org/dc/terms/bibliographicCitation>,"""LEDA Data Standards. *UNI-INFO - University Newspaper*  uol.de/en/landeco/research/leda/standards (2021).""@en"
<http://uol.de/en/landeco/research/leda/standards>,<http://purl.org/dc/terms/identifier>,"""url:uol.de/en/landeco/research/leda/standards""^^[xsd:string]"
<http://uol.de/en/landeco/research/leda/standards>,<http://purl.org/dc/terms/title>,"""LEDA Data Standards""@en"
<http://doi.org/10.1093/jexbot/51.345.659>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Maxwell & Johnson 2000""^^[xsd:string]"
<http://doi.org/10.1093/jexbot/51.345.659>,<http://purl.org/dc/terms/bibliographicCitation>,"""Maxwell, Kate, and Giles N. Johnson. Chlorophyll fluorescence: a practical guide. *Journal of Experimental Botany* 51, 659-668 (2000).""@en"
<http://doi.org/10.1093/jexbot/51.345.659>,<http://purl.org/dc/terms/identifier>,"""doi:10.1093/jexbot/51.345.659""^^[xsd:string]"
<http://doi.org/10.1093/jexbot/51.345.659>,<http://purl.org/dc/terms/title>,"""Chlorophyll fluorescence: a practical guide""@en"
<http://doi.org/10.1046/j.1365-3040.2002.00891.x>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Medlyn 2002""^^[xsd:string]"
<http://doi.org/10.1046/j.1365-3040.2002.00891.x>,<http://purl.org/dc/terms/bibliographicCitation>,"""Medlyn, B. E., et al. Temperature response of parameters of a biochemically based model of photosynthesis. II. A review of experimental data. *Plant, Cell & Environment* 25(9), 1167-1179 (2002).""@en"
<http://doi.org/10.1046/j.1365-3040.2002.00891.x>,<http://purl.org/dc/terms/identifier>,"""doi:10.1046/j.1365-3040.2002.00891.x""^^[xsd:string]"
<http://doi.org/10.1046/j.1365-3040.2002.00891.x>,<http://purl.org/dc/terms/title>,"""Temperature response of parameters of a biochemically based model of photosynthesis. II. A review of experimental data""@en"
<http://doi.org/10.1071/BT06106>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Merritt 2007""^^[xsd:string]"
<http://doi.org/10.1071/BT06106>,<http://purl.org/dc/terms/bibliographicCitation>,"""Merritt, D. J., et al. Seed dormancy and germination stimulation syndromes for Australian temperate species. *Australian Journal of Botany* 55(3), 336-344 (2007).""@en"
<http://doi.org/10.1071/BT06106>,<http://purl.org/dc/terms/identifier>,"""doi:10.1071/BT06106""^^[xsd:string]"
<http://doi.org/10.1071/BT06106>,<http://purl.org/dc/terms/title>,"""Seed dormancy and germination stimulation syndromes for Australian temperate species""@en"
<http://doi.org/10.1111/nph.15480>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Moore 2019""^^[xsd:string]"
<http://doi.org/10.1111/nph.15480>,<http://purl.org/dc/terms/bibliographicCitation>,"""Moore, Nicholas A., James S. Camac, and John W. Morgan. Effects of drought and fire on resprouting capacity of 52 temperate Australian perennial native grasses. *New Phytologist* 221(3): 1424-1433 (2019).""@en"
<http://doi.org/10.1111/nph.15480>,<http://purl.org/dc/terms/identifier>,"""doi:10.1111/nph.15480""^^[xsd:string]"
<http://doi.org/10.1111/nph.15480>,<http://purl.org/dc/terms/title>,"""Effects of drought and fire on resprouting capacity of 52 temperate Australian perennial native grasses""@en"
<http://doi.org/10.1094/PHI-I-2004-0330-01>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Nickrent & Musselman 2004""^^[xsd:string]"
<http://doi.org/10.1094/PHI-I-2004-0330-01>,<http://purl.org/dc/terms/bibliographicCitation>,"""Nickrent, D.L. and Musselman, L.J.  Introduction to Parasitic Flowering Plants. *The Plant Health Instructor* https://www.apsnet.org/edcenter/disandpath/parasiticplants/intro/Pages/ParasiticPlants.aspx  (2016).""@en"
<http://doi.org/10.1094/PHI-I-2004-0330-01>,<http://purl.org/dc/terms/identifier>,"""doi:10.1094/PHI-I-2004-0330-01""^^[xsd:string]"
<http://doi.org/10.1094/PHI-I-2004-0330-01>,<http://purl.org/dc/terms/title>,"""Introduction to Parasitic Flowering Plants""@en"
<http://doi.org/10.1007/s11284-010-0712-4>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Niinemets 2010""^^[xsd:string]"
<http://doi.org/10.1007/s11284-010-0712-4>,<http://purl.org/dc/terms/bibliographicCitation>,"""Niinemets, Ülo. A review of light interception in plant stands from leaf to canopy in different plant functional types and in species with varying shade tolerance. *Ecological Research* 25(4), 693-714 (2010).""@en"
<http://doi.org/10.1007/s11284-010-0712-4>,<http://purl.org/dc/terms/identifier>,"""doi:10.1007/s11284-010-0712-4""^^[xsd:string]"
<http://doi.org/10.1007/s11284-010-0712-4>,<http://purl.org/dc/terms/title>,"""A review of light interception in plant stands from leaf to canopy in different plant functional types and in species with varying shade tolerance""@en"
<http://doi.org/10.2307/3236276>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Noble & Gitay 1996""^^[xsd:string]"
<http://doi.org/10.2307/3236276>,<http://purl.org/dc/terms/bibliographicCitation>,"""Noble, I.R. and Gitay, H. A functional classification for predicting the dynamics of landscapes. *Journal of Vegetation Science* 7(3), 329-336 (1996).""@en"
<http://doi.org/10.2307/3236276>,<http://purl.org/dc/terms/identifier>,"""doi:10.2307/3236276""^^[xsd:string]"
<http://doi.org/10.2307/3236276>,<http://purl.org/dc/terms/title>,"""A functional classification for predicting the dynamics of landscapes""@en"
<http://doi.org/10.1007/BF00121013>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Noble & Slatyer 1980""^^[xsd:string]"
<http://doi.org/10.1007/BF00121013>,<http://purl.org/dc/terms/bibliographicCitation>,"""Noble, I.R. and Slatyer, R.O. The use of vital attributes to predict successional changes in plant communities subject to recurrent disturbances. *Vegetatio* 43, 5-21 (1980).""@en"
<http://doi.org/10.1007/BF00121013>,<http://purl.org/dc/terms/identifier>,"""doi:10.1007/BF00121013""^^[xsd:string]"
<http://doi.org/10.1007/BF00121013>,<http://purl.org/dc/terms/title>,"""The use of vital attributes to predict successional changes in plant communities subject to recurrent disturbances.""@en"
<http://doi.org/10.1016/B978-0-12-380868-4.00004-1>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Ogburn & Edwards 2010""^^[xsd:string]"
<http://doi.org/10.1016/B978-0-12-380868-4.00004-1>,<http://purl.org/dc/terms/bibliographicCitation>,"""Ogburn, R. Matthew, and Erika J. Edwards. The ecological water-use strategies of succulent plants. *Advances in Botanical Research* Vol. 55, 179-225 (Academic Press, 2010).""@en"
<http://doi.org/10.1016/B978-0-12-380868-4.00004-1>,<http://purl.org/dc/terms/identifier>,"""doi:10.1016/B978-0-12-380868-4.00004-1""^^[xsd:string]"
<http://doi.org/10.1016/B978-0-12-380868-4.00004-1>,<http://purl.org/dc/terms/title>,"""The Ecological Water-Use Strategies of Succulent Plants""@en"
<http://jeffollerton.co.uk/2019/09/05/what-exactly-is-a-pollination-system/>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Ollerton 2019""^^[xsd:string]"
<http://jeffollerton.co.uk/2019/09/05/what-exactly-is-a-pollination-system/>,<http://purl.org/dc/terms/bibliographicCitation>,"""Ollerton, Jeff. What exactly is a pollination system? https://jeffollerton.co.uk/2019/09/05/what-exactly-is-a-pollination-system/ (2019).""@en"
<http://jeffollerton.co.uk/2019/09/05/what-exactly-is-a-pollination-system/>,<http://purl.org/dc/terms/identifier>,"""url:jeffollerton.co.uk/2019/09/05/what-exactly-is-a-pollination-system/""^^[xsd:string]"
<http://jeffollerton.co.uk/2019/09/05/what-exactly-is-a-pollination-system/>,<http://purl.org/dc/terms/title>,"""What exactly is a pollination system?""@en"
<http://doi.org/10.1111/nph.14982>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Pausus, Lamont et al. 2018""^^[xsd:string]"
<http://doi.org/10.1111/nph.14982>,<http://purl.org/dc/terms/bibliographicCitation>,"""Pausas, Juli G., et al. Unearthing belowground bud banks in fire-prone ecosystems. *New Phytologist* 217(4), 1435-1448 (2018).""@en"
<http://doi.org/10.1111/nph.14982>,<http://purl.org/dc/terms/identifier>,"""doi:10.1111/nph.14982""^^[xsd:string]"
<http://doi.org/10.1111/nph.14982>,<http://purl.org/dc/terms/title>,"""Unearthing belowground bud banks in fire-prone ecosystems""@en"
<http://doi.org/10.1080/014311697217387>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Peñuelas 1997""^^[xsd:string]"
<http://doi.org/10.1080/014311697217387>,<http://purl.org/dc/terms/bibliographicCitation>,"""Peñuelas, J., et al.  Photochemical reflectance index and leaf photosynthetic radiation-use-efficiency assessment in Mediterranean trees. *International Journal of Remote Sensing* 18(13), 2863-2868 (1997).""@en"
<http://doi.org/10.1080/014311697217387>,<http://purl.org/dc/terms/identifier>,"""doi:10.1080/014311697217387""^^[xsd:string]"
<http://doi.org/10.1080/014311697217387>,<http://purl.org/dc/terms/title>,"""Photochemical reflectance index and leaf photosynthetic radiation-use-efficiency assessment in Mediterranean trees""@en"
<http://doi.org/10.1071/BT12225>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Pérez-Harguindeguy 2013""^^[xsd:string]"
<http://doi.org/10.1071/BT12225>,<http://purl.org/dc/terms/bibliographicCitation>,"""Pérez-Harguindeguy N., et al. New handbook for standardised measurement of plant functional traits worldwide. *Australian Journal of Botany* 61, 167-234 (2013).""@en"
<http://doi.org/10.1071/BT12225>,<http://purl.org/dc/terms/identifier>,"""doi:10.1071/BT12225""^^[xsd:string]"
<http://doi.org/10.1071/BT12225>,<http://purl.org/dc/terms/title>,"""New handbook for standardised measurement of plant functional traits worldwide""@en"
<http://doi.org/10.1007/BF00317209>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Poorter & Remkes 1990""^^[xsd:string]"
<http://doi.org/10.1007/BF00317209>,<http://purl.org/dc/terms/bibliographicCitation>,"""Poorter, H., Remkes, C.  Leaf area ratio and net assimilation rate of 24 wild species differing in relative growth rate. *Oecologia* 83, 553-559 (1990).""@en"
<http://doi.org/10.1007/BF00317209>,<http://purl.org/dc/terms/identifier>,"""doi:10.1007/BF00317209""^^[xsd:string]"
<http://doi.org/10.1007/BF00317209>,<http://purl.org/dc/terms/title>,"""Leaf area ratio and net assimilation rate of 24 wild species differing in relative growth rate""@en"
<http://openlibrary.org/books/OL16122328M>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Raunkiaer 1934""^^[xsd:string]"
<http://openlibrary.org/books/OL16122328M>,<http://purl.org/dc/terms/bibliographicCitation>,"""Raunkiaer, Christen. The life forms of plants and statistical plant geography; being the collected papers of C. Raunkiaer (1934).""@en"
<http://openlibrary.org/books/OL16122328M>,<http://purl.org/dc/terms/identifier>,"""url:openlibrary.org/books/OL16122328M/Life_forms_of_plants_and_statistical_plant_geography""^^[xsd:string]"
<http://openlibrary.org/books/OL16122328M>,<http://purl.org/dc/terms/title>,"""Life forms of plants and statistical plant geography""@en"
<http://doi.org/www.rbgsyd.nsw.gov.au/science/rainforest-conservation-research/rainforest-seed-conservation-project/what-are-we-testing/seed-viability-germination>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Royal Botanic Garden Sydney 2021""^^[xsd:string]"
<http://doi.org/www.rbgsyd.nsw.gov.au/science/rainforest-conservation-research/rainforest-seed-conservation-project/what-are-we-testing/seed-viability-germination>,<http://purl.org/dc/terms/bibliographicCitation>,"""Royal Botanic Garden Sydney. Seed viability and germination.  https://www.rbgsyd.nsw.gov.au/science/rainforest-conservation-research/rainforest-seed-conservation-project/what-are-we-testing/seed-viability-germination (2021).""@en"
<http://doi.org/www.rbgsyd.nsw.gov.au/science/rainforest-conservation-research/rainforest-seed-conservation-project/what-are-we-testing/seed-viability-germination>,<http://purl.org/dc/terms/identifier>,"""url:www.rbgsyd.nsw.gov.au/science/rainforest-conservation-research/rainforest-seed-conservation-project/what-are-we-testing/seed-viability-germination""^^[xsd:string]"
<http://doi.org/www.rbgsyd.nsw.gov.au/science/rainforest-conservation-research/rainforest-seed-conservation-project/what-are-we-testing/seed-viability-germination>,<http://purl.org/dc/terms/title>,"""Seed viability and germination""@en"
<http://doi.org/10.1111/nph.15502>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Saatkamp 2018""^^[xsd:string]"
<http://doi.org/10.1111/nph.15502>,<http://purl.org/dc/terms/bibliographicCitation>,"""Saatkamp, Arne, et al.  A research agenda for seed-trait functional ecology. *New Phytologist* 221(4), 1764-1775 (2019).""@en"
<http://doi.org/10.1111/nph.15502>,<http://purl.org/dc/terms/identifier>,"""doi:10.1111/nph.15502""^^[xsd:string]"
<http://doi.org/10.1111/nph.15502>,<http://purl.org/dc/terms/title>,"""A research agenda for seed-trait functional ecology""@en"
<http://doi.org/10.1111/nph.12253>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Sack 2013""^^[xsd:string]"
<http://doi.org/10.1111/nph.12253>,<http://purl.org/dc/terms/bibliographicCitation>,"""Sack, Lawren, and Christine Scoffoni. Leaf venation: structure, function, development, evolution, ecology and applications in the past, present and future. *New Phytologist* 198(4), 983-1000 (2013).""@en"
<http://doi.org/10.1111/nph.12253>,<http://purl.org/dc/terms/identifier>,"""doi:10.1111/nph.12253""^^[xsd:string]"
<http://doi.org/10.1111/nph.12253>,<http://purl.org/dc/terms/title>,"""Leaf venation: structure, function, development, evolution, ecology and applications in the past, present and future""@en"
<https://prometheusprotocols.net/function/water-relations/pressure-volume-curves/leaf-pressure-volume-curve-parameters/>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Sack 2022""^^[xsd:string]"
<https://prometheusprotocols.net/function/water-relations/pressure-volume-curves/leaf-pressure-volume-curve-parameters/>,<http://purl.org/dc/terms/bibliographicCitation>,"""Sack, Lawren, Jessica Pasquet-Kok, and Megan Bartlett. Leaf pressure-volume curve parameters: protocol. *Prometheus* https://prometheusprotocols.net/function/water-relations/pressure-volume-curves/leaf-pressure-volume-curve-parameters/ (2010).""@en"
<https://prometheusprotocols.net/function/water-relations/pressure-volume-curves/leaf-pressure-volume-curve-parameters/>,<http://purl.org/dc/terms/identifier>,"""url:prometheusprotocols.net/function/water-relations/pressure-volume-curves/leaf-pressure-volume-curve-parameters/""^^[xsd:string]"
<https://prometheusprotocols.net/function/water-relations/pressure-volume-curves/leaf-pressure-volume-curve-parameters/>,<http://purl.org/dc/terms/title>,"""Leaf pressure-volume curve parameters: protocol""@en"
<http://doi.org/10.1046/j.1442-9993.2001.01154.x>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Sanson 2001""^^[xsd:string]"
<http://doi.org/10.1046/j.1442-9993.2001.01154.x>,<http://purl.org/dc/terms/bibliographicCitation>,"""Sanson, G., et al. Measurement of leaf biomechanical properties in studies of herbivory: opportunities, problems and procedures. *Austral Ecology* 26(5), 535-546 (2001).""@en"
<http://doi.org/10.1046/j.1442-9993.2001.01154.x>,<http://purl.org/dc/terms/identifier>,"""doi:10.1046/j.1442-9993.2001.01154.x""^^[xsd:string]"
<http://doi.org/10.1046/j.1442-9993.2001.01154.x>,<http://purl.org/dc/terms/title>,"""Measurement of leaf biomechanical properties in studies of herbivory: Opportunities, problems and procedures""@en"
<http://doi.org/10.1093/pcp/pcv155>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Santos 2016""^^[xsd:string]"
<http://doi.org/10.1093/pcp/pcv155>,<http://purl.org/dc/terms/bibliographicCitation>,"""Santos, Joaquim, et al. eHALOPH a database of salt-tolerant plants: helping put halophytes to work. *Plant and Cell Physiology* 57(1), e10-e10 (2016).""@en"
<http://doi.org/10.1093/pcp/pcv155>,<http://purl.org/dc/terms/identifier>,"""doi:10.1093/pcp/pcv155""^^[xsd:string]"
<http://doi.org/10.1093/pcp/pcv155>,<http://purl.org/dc/terms/title>,"""eHALOPH a Database of Salt-Tolerant Plants: Helping put Halophytes to Work""@en"
<http://doi.org/10.1002/ajb2.1538>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Schönenberger 2020""^^[xsd:string]"
<http://doi.org/10.1002/ajb2.1538>,<http://purl.org/dc/terms/bibliographicCitation>,"""Schoenenberger, J., von Balthazar, M., Lopez Martinez, A., Albert, B., Prieu, C., Magallon, S., & Sauquet, H. Phylogenetic analysis of fossil flowers using an angiosperm‐wide data set: proof‐of‐concept and challenges ahead. *American Journal of Botany* 107(10), 1433-1448 (2020).""@en"
<http://doi.org/10.1002/ajb2.1538>,<http://purl.org/dc/terms/identifier>,"""doi:10.1002/ajb2.1538""^^[xsd:string]"
<http://doi.org/10.1002/ajb2.1538>,<http://purl.org/dc/terms/title>,"""Phylogenetic analysis of fossil flowers using an angiosperm-wide data set: proof-of-concept and challenges ahead""@en"
<http://doi.org/10.3389/fpls.2013.00056>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Scholz 2013""^^[xsd:string]"
<http://doi.org/10.3389/fpls.2013.00056>,<http://purl.org/dc/terms/bibliographicCitation>,"""Scholz, Alexander, et al. How to quantify conduits in wood? *Frontiers in Plant Science* 4, 56 (2013).""@en"
<http://doi.org/10.3389/fpls.2013.00056>,<http://purl.org/dc/terms/identifier>,"""doi:10.3389/fpls.2013.00056""^^[xsd:string]"
<http://doi.org/10.3389/fpls.2013.00056>,<http://purl.org/dc/terms/title>,"""How to quantify conduits in wood?""@en"
<http://doi.org/10.1093/jxb/36.10.1590>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Schulte & Hinckley 1985""^^[xsd:string]"
<http://doi.org/10.1093/jxb/36.10.1590>,<http://purl.org/dc/terms/bibliographicCitation>,"""Schulte, P. J., and T. M. Hinckley. A comparison of pressure-volume curve data analysis techniques. *Journal of Experimental Botany* 36(10), 1590-1602 (1985).""@en"
<http://doi.org/10.1093/jxb/36.10.1590>,<http://purl.org/dc/terms/identifier>,"""doi:10.1093/jxb/36.10.1590""^^[xsd:string]"
<http://doi.org/10.1093/jxb/36.10.1590>,<http://purl.org/dc/terms/title>,"""A Comparison of Pressure-Volume Curve Data Analysis Techniques""@en"
<https://data.kew.org/sid/sidsearch.html>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Kew Seed Information Database 2022""^^[xsd:string]"
<https://data.kew.org/sid/sidsearch.html>,<http://purl.org/dc/terms/bibliographicCitation>,"""Seed Information Database: Royal Botanic Gardens, Kew. *Royal Botanic Gardens, Kew* http://data.kew.org/sid/sidsearch.html (2021).""@en"
<https://data.kew.org/sid/sidsearch.html>,<http://purl.org/dc/terms/identifier>,"""url:data.kew.org/sid/sidsearch.html""^^[xsd:string]"
<https://data.kew.org/sid/sidsearch.html>,<http://purl.org/dc/terms/title>,"""Seed Information Database: Royal Botanic Gardens, Kew""@en"
<https://github.com/traitecoevo/APD#ISBN_9780128126288>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Simpson 2019""^^[xsd:string]"
<https://github.com/traitecoevo/APD#ISBN_9780128126288>,<http://purl.org/dc/terms/bibliographicCitation>,"""Simpson, Michael G. *Plant Systematics* 3rd edn (Academic Press, 2019)""@en"
<https://github.com/traitecoevo/APD#ISBN_9780128126288>,<http://purl.org/dc/terms/identifier>,"""ISBN:9780128126288""^^[xsd:string]"
<https://github.com/traitecoevo/APD#ISBN_9780128126288>,<http://purl.org/dc/terms/title>,"""Plant Systematics""@en"
<http://www.worldbotanical.com/fruit_types.htm>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Spjut 2003""^^[xsd:string]"
<http://www.worldbotanical.com/fruit_types.htm>,<http://purl.org/dc/terms/bibliographicCitation>,"""Spjut, Richard W. A Systematic Treatment of Fruit Types. *The World Botanical Associates* www.worldbotanical.com/fruit_types.htm (2021).""@en"
<http://www.worldbotanical.com/fruit_types.htm>,<http://purl.org/dc/terms/identifier>,"""url:www.worldbotanical.com/fruit_types.htm""^^[xsd:string]"
<http://www.worldbotanical.com/fruit_types.htm>,<http://purl.org/dc/terms/title>,"""A Systematic Treatment of Fruit Types""@en"
<http://doi.org/10.1111/jbi.14375>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Stephens 2022""^^[xsd:string]"
<http://doi.org/10.1111/jbi.14375>,<http://purl.org/dc/terms/bibliographicCitation>,"""Stephens, Ruby E., et al. Climate shapes community flowering periods across biomes. *Journal of Biogeography* (2022).""@en"
<http://doi.org/10.1111/jbi.14375>,<http://purl.org/dc/terms/identifier>,"""doi:10.1111/jbi.14375""^^[xsd:string]"
<http://doi.org/10.1111/jbi.14375>,<http://purl.org/dc/terms/title>,"""Climate shapes community flowering periods across biomes""@en"
<http://doi.org/10.2307/1217034>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Systematics Association Committee for Descriptive Terminology 1962""^^[xsd:string]"
<http://doi.org/10.2307/1217034>,<http://purl.org/dc/terms/bibliographicCitation>,"""Systematics Association Committee for Descriptive Biological Terminology. Terminology of simple symmetrical plane shapes. *International Bureau for Plant Taxonomy and Nomenclature* (1962).""@en"
<http://doi.org/10.2307/1217034>,<http://purl.org/dc/terms/identifier>,"""doi:10.2307/1217034""^^[xsd:string]"
<http://doi.org/10.2307/1217034>,<http://purl.org/dc/terms/title>,"""Terminology of Simple Symmetrical Plane Shapes""@en"
<http://doi.org/10.1038/sdata.2018.135>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Tavşanoğlu & Pausas 2018""^^[xsd:string]"
<http://doi.org/10.1038/sdata.2018.135>,<http://purl.org/dc/terms/bibliographicCitation>,"""Tavşanoğlu, Çağatay , and Juli G. Pausas. A functional trait database for Mediterranean Basin plants. *Scientific Data* 5(1) 1-18 (2018).""@en"
<http://doi.org/10.1038/sdata.2018.135>,<http://purl.org/dc/terms/identifier>,"""doi:10.1038/sdata.2018.135""^^[xsd:string]"
<http://doi.org/10.1038/sdata.2018.135>,<http://purl.org/dc/terms/title>,"""Data Descriptor: A functional trait database for Mediterranean Basin plants""@en"
<http://doi.org/10.5091/plecevo.2016.1097>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Těšitel 2016""^^[xsd:string]"
<http://doi.org/10.5091/plecevo.2016.1097>,<http://purl.org/dc/terms/bibliographicCitation>,"""Těšitel, J.  Functional biology of parasitic plants: A review. *Plant Ecology and Evolution* 149(1), 5-20 (2016).""@en"
<http://doi.org/10.5091/plecevo.2016.1097>,<http://purl.org/dc/terms/identifier>,"""doi:10.5091/plecevo.2016.1097""^^[xsd:string]"
<http://doi.org/10.5091/plecevo.2016.1097>,<http://purl.org/dc/terms/title>,"""Functional biology of parasitic plants: a review""@en"
<http://doi.org/10.1111/j.1469-8137.1991.tb00035.x>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Tyree & Ewers 1991""^^[xsd:string]"
<http://doi.org/10.1111/j.1469-8137.1991.tb00035.x>,<http://purl.org/dc/terms/bibliographicCitation>,"""Tyree, Melvin T., and Frank W. Ewers. The hydraulic architecture of trees and other woody plants. *New Phytologist* 119(3), 345-360 (1991).""@en"
<http://doi.org/10.1111/j.1469-8137.1991.tb00035.x>,<http://purl.org/dc/terms/identifier>,"""doi:10.1111/j.1469-8137.1991.tb00035.x""^^[xsd:string]"
<http://doi.org/10.1111/j.1469-8137.1991.tb00035.x>,<http://purl.org/dc/terms/title>,"""The hydraulic architecture of trees and other woody plants""@en"
<http://doi.org/10.1007/978-3-662-04931-0>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Tyree & Zimmerman 2002""^^[xsd:string]"
<http://doi.org/10.1007/978-3-662-04931-0>,<http://purl.org/dc/terms/bibliographicCitation>,"""Tyree, Melvin T., and Martin H. Zimmermann. Xylem Structure and the Ascent of Sap. (Springer Science & Business Media, 2013).""@en"
<http://doi.org/10.1007/978-3-662-04931-0>,<http://purl.org/dc/terms/identifier>,"""doi:10.1007/978-3-662-04931-0""^^[xsd:string]"
<http://doi.org/10.1007/978-3-662-04931-0>,<http://purl.org/dc/terms/title>,"""Xylem structure and the ascent of sap.""@en"
<http://doi.org/10.1111/jipb.12534>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Venturas 2017""^^[xsd:string]"
<http://doi.org/10.1111/jipb.12534>,<http://purl.org/dc/terms/bibliographicCitation>,"""Venturas, Martin D., John S. Sperry, and Uwe G. Hacke. Plant xylem hydraulics: what we understand, current research, and future challenges. *Journal of Integrative Plant Biology* 59(6), 356-389  (2017).""@en"
<http://doi.org/10.1111/jipb.12534>,<http://purl.org/dc/terms/identifier>,"""doi:10.1111/jipb.12534""^^[xsd:string]"
<http://doi.org/10.1111/jipb.12534>,<http://purl.org/dc/terms/title>,"""Plant xylem hydraulics: What we understand, current research, and future challenges""@en"
<http://doi.org/10.1002/ece3.1173>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Walker 2014""^^[xsd:string]"
<http://doi.org/10.1002/ece3.1173>,<http://purl.org/dc/terms/bibliographicCitation>,"""Walker, Anthony P., et al. The relationship of leaf photosynthetic traits ""Vcmax and Jmax"" to leaf nitrogen, leaf phosphorus, and specific leaf area: a metaanalysis and modeling study. *Ecology and Evolution* 4(16), 3218-3235 (2014).""@en"
<http://doi.org/10.1002/ece3.1173>,<http://purl.org/dc/terms/identifier>,"""doi:10.1002/ece3.1173""^^[xsd:string]"
<http://doi.org/10.1002/ece3.1173>,<http://purl.org/dc/terms/title>,"""The relationship of leaf photosynthetic traits “ Vcmax and Jmax “ to leaf nitrogen, leaf phosphorus, and specific leaf area: a meta-analysis and modeling study""@en"
<https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Z8v6xPMAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=Z8v6xPMAAAAJ:YOwf2qJgpHMC>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Wells 2012""^^[xsd:string]"
<https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Z8v6xPMAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=Z8v6xPMAAAAJ:YOwf2qJgpHMC>,<http://purl.org/dc/terms/bibliographicCitation>,"""Wells, Jessie Anne. Phylogeny and inter-relations of ecological traits and seed dispersal in rainforest plants: exploring aspects of functional diversity in primary and secondary rainforests in Australias Wet Tropics. Ph.D. Thesis, University of Queensland (2012).""@en"
<https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Z8v6xPMAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=Z8v6xPMAAAAJ:YOwf2qJgpHMC>,<http://purl.org/dc/terms/identifier>,"""url:scholar.google.com/citations?view_op=view_citation&hl=en&user=Z8v6xPMAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=Z8v6xPMAAAAJ:YOwf2qJgpHMC""^^[xsd:string]"
<https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Z8v6xPMAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=Z8v6xPMAAAAJ:YOwf2qJgpHMC>,<http://purl.org/dc/terms/title>,"""Phylogeny and inter-relations of ecological traits and seed dispersal in rainforest plants: Exploring aspects of functional diversity in primary and secondary rainforests in Australias Wet Tropics.""@en"
<http://doi.org/10.2307/1938268>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Westoby 1990""^^[xsd:string]"
<http://doi.org/10.2307/1938268>,<http://purl.org/dc/terms/bibliographicCitation>,"""Westoby, Mark, Barbara Rice, and Jocelyn Howell. Seed Size and Plant Growth Form as Factors in Dispersal Spectra: Ecological Archives E071-002. *Ecology* 71(4): 1307-1315 (1990).""@en"
<http://doi.org/10.2307/1938268>,<http://purl.org/dc/terms/identifier>,"""doi:10.2307/1938268""^^[xsd:string]"
