sort,term type,term,ontology,identifier,base_code,base_identifier_to_match,term to use in keyword list,url,scheme,prefix,description
558,ecology,combustion process,Environment Ontology,ENVO:01000839,ENVO_01000839,ENVO_01000839,combustion process [ENVO:01000839],http://purl.obolibrary.org/obo/ENVO_01000839,http://purl.obolibrary.org/obo/,obo,"Combustion or burning is a high-temperature exothermic redox chemical reaction between a fuel and an oxidant that produces oxidized, often gaseous products, in a mixture termed as smoke."
555,ecology,canopy,Environment Ontology,ENVO:01001242,ENVO_01001242,ENVO_01001242,canopy [ENVO:01001242],http://purl.obolibrary.org/obo/ENVO_01001242,http://purl.obolibrary.org/obo/,obo,"A vegetation layer which is formed by a collection of individual plant crowns, themselves constituting part of the aboveground portion of a plant community."
376,physiology,photosynthetically active radiation,Environment Ontology,ENVO:01001864,ENVO_01001864,ENVO_01001864,photosynthetically active radiation [ENVO:01001864],http://purl.obolibrary.org/obo/ENVO_01001864,http://purl.obolibrary.org/obo/,obo,"Photosynthetically active radiation, often abbreviated PAR, designates the spectral range [wave band] of solar radiation from 400 to 700 nanometers that photosynthetic organisms are able to use in the process of photosynthesis. This spectral region corresponds more or less with the range of light visible to the human eye."
760,chemical entity,ash,Environment Ontology,ENVO:02000090,ENVO_02000090,ENVO_02000090,ash [ENVO:02000090],http://purl.obolibrary.org/obo/ENVO_02000090,http://purl.obolibrary.org/obo/,obo,"An environmental material that is the non-aqueous, non-gaseous residues that remain after something is burned."
637,ecology,wood ash,Environment Ontology,ENVO:02000126,ENVO_02000126,ENVO_02000126,wood ash [ENVO:02000126],http://purl.obolibrary.org/obo/ENVO_02000126,http://purl.obolibrary.org/obo/,obo,The residue powder that is derived from the combustion of wood.
399,physiology,transpiration,Environment Ontology,ENVO:02500035,ENVO_02500035,ENVO_02500035,transpiration [ENVO:02500035],http://purl.obolibrary.org/obo/ENVO_02500035,http://purl.obolibrary.org/obo/,obo,"Transpiration is the process of water movement through a plant and its evaporation from aerial parts of that plant, such as from leaves but also from stems and flowers."
408,,potential energy,Environment Ontology,ENVO:2000016,ENVO_2000016,ENVO_2000016,potential energy [ENVO:2000016],http://purl.obolibrary.org/obo/ENVO_2000016,http://purl.obolibrary.org/obo/,obo,"Energy possessed by an object because of its position relative to other objects, stresses within itself, its electric charge, or other factors."
393,physiology,infrared radiation,Environment Ontology,ENVO:21001214,ENVO_21001214,ENVO_21001214,infrared radiation [ENVO:21001214],http://purl.obolibrary.org/obo/ENVO_21001214,http://purl.obolibrary.org/obo/,obo,"A radiation process during which electromagnetic waves or their quanta are emitted when molecules change their rotational-vibrational movements, usually at wavelengths between 760 nm and 1 mm."
,,wood,Environment Ontology,ENVO:00002040,ENVO_00002040,ENVO_00002040,,http://purl.obolibrary.org/obo/ENVO_00002040,http://purl.obolibrary.org/obo/,obo,[no definition]
617,ecology,whole plant phenotype,Flora Phenotype Ontology,FLOPO:0000089,FLOPO_0000089,FLOPO_0000089,whole plant phenotype [FLOPO:0000089],http://purl.obolibrary.org/obo/FLOPO_0000089,http://purl.obolibrary.org/obo/,obo,"A phenotype of the entire plant, including roots, shoots and leaves, at any stage of its life cycle."
711,morphology-stem,stem shape,Flora Phenotype Ontology,FLOPO:0000093,FLOPO_0000093,FLOPO_0000093,stem shape [FLOPO:0000093],http://purl.obolibrary.org/obo/FLOPO_0000093,http://purl.obolibrary.org/obo/,obo,[no definition]
649,morphology-leaf,leaf morphology,Flora Phenotype Ontology,FLOPO:0000500,FLOPO_0000500,FLOPO_0000500,leaf morphology [FLOPO:0000500],http://purl.obolibrary.org/obo/FLOPO_0000500,http://purl.obolibrary.org/obo/,obo,[no definition]
662,morphology-leaf,leaf mass density,Flora Phenotype Ontology,FLOPO:0000692,FLOPO_0000692,FLOPO_0000692,leaf mass density [FLOPO:0000692],http://purl.obolibrary.org/obo/FLOPO_0000692,http://purl.obolibrary.org/obo/,obo,[no definition]
745,morphology-embryo,cotyledon pilosity,Flora Phenotype Ontology,FLOPO:0001889,FLOPO_0001889,FLOPO_0001889,cotyledon pilosity [FLOPO:0001889],http://purl.obolibrary.org/obo/FLOPO_0001888,http://purl.obolibrary.org/obo/,obo,[no definition]
317,,inflorescence phenotypic sex,Flora Phenotype Ontology,FLOPO:0002203,FLOPO_0002203,FLOPO_0002203,inflorescence phenotypic sex [FLOPO:0002203],http://purl.obolibrary.org/obo/FLOPO_0002203,http://purl.obolibrary.org/obo/,obo,[no definition]
740,morphology - root,root branchiness,Flora Phenotype Ontology,FLOPO:0003673,FLOPO_0003673,FLOPO_0003673,root branchiness [FLOPO:0003673],http://purl.obolibrary.org/obo/FLOPO_0003673,http://purl.obolibrary.org/obo/,obo,[no definition]
53,,plant cuticle thickness,Flora Phenotype Ontology,FLOPO:0004243,FLOPO_0004243,FLOPO_0004243,plant cuticle thickness [FLOPO:0004243],http://purl.obolibrary.org/obo/FLOPO_0004243,http://purl.obolibrary.org/obo/,obo,[no definition]
682,morphology-leaf,leaf surface feature shape,Flora Phenotype Ontology,FLOPO:0005619,FLOPO_0005619,FLOPO_0005619,leaf surface feature shape [FLOPO:0005619],http://purl.obolibrary.org/obo/FLOPO_0005619,http://purl.obolibrary.org/obo/,obo,[no definition]
681,morphology-leaf,leaf spiny,Flora Phenotype Ontology,FLOPO:0006416,FLOPO_0006416,FLOPO_0006416,leaf spiny [FLOPO:0006416],http://purl.obolibrary.org/obo/FLOPO_0006416,http://purl.obolibrary.org/obo/,obo,[no definition]
728,morphology-bark,bark morphology,Flora Phenotype Ontology,FLOPO:0008799,FLOPO_0008799,FLOPO_0008799,bark morphology [FLOPO:0008799],http://purl.obolibrary.org/obo/FLOPO_0008799,http://purl.obolibrary.org/obo/,obo,[no definition]
680,morphology-leaf,leaf curled,Flora Phenotype Ontology,FLOPO:0010468,FLOPO_0010468,FLOPO_0010468,leaf curled [FLOPO:0010468],http://purl.obolibrary.org/obo/FLOPO_0010468,http://purl.obolibrary.org/obo/,obo,[no definition]
712,morphology-stem,stem surface feature shape,Flora Phenotype Ontology,FLOPO:0013426,FLOPO_0013426,FLOPO_0013426,stem surface feature shape [FLOPO:0013426],http://purl.obolibrary.org/obo/FLOPO_0013426,http://purl.obolibrary.org/obo/,obo,[no definition]
742,morphology - root,root texture,Flora Phenotype Ontology,FLOPO:0013872,FLOPO_0013872,FLOPO_0013872,root texture [FLOPO:0013872],http://purl.obolibrary.org/obo/FLOPO_0013872,http://purl.obolibrary.org/obo/,obo,[no definition]
713,morphology-stem,stem spiny,Flora Phenotype Ontology,FLOPO:0015264,FLOPO_0015264,FLOPO_0015264,stem spiny [FLOPO:0015264],http://purl.obolibrary.org/obo/FLOPO_0015264,http://purl.obolibrary.org/obo/,obo,[no definition]
729,morphology - root,primary root phenotype,Flora Phenotype Ontology,FLOPO:0016172,FLOPO_0016172,FLOPO_0016172,primary root phenotype [FLOPO:0016172],http://purl.obolibrary.org/obo/FLOPO_0016172,http://purl.obolibrary.org/obo/,obo,[no definition]
615,ecology,whole plant lifeform,Flora Phenotype Ontology,FLOPO:0900022,FLOPO_0900022,FLOPO_0900022,whole plant lifeform [FLOPO:0900022],http://purl.obolibrary.org/obo/FLOPO_0900022,http://purl.obolibrary.org/obo/,obo,[no definition]
614,ecology,whole plant growth form,Flora Phenotype Ontology,FLOPO:0900032,FLOPO_0900032,FLOPO_0900032,whole plant growth form [FLOPO:0900032],http://purl.obolibrary.org/obo/FLOPO_0900032,http://purl.obolibrary.org/obo/,obo,[no definition]
90,,shoot axis woodiness,Flora Phenotype Ontology,FLOPO:0900038,FLOPO_0900038,FLOPO_0900038,shoot axis woodiness [FLOPO:0900038],http://purl.obolibrary.org/obo/FLOPO_0900038,http://purl.obolibrary.org/obo/,obo,[no definition]
616,ecology,whole plant parasitic,Flora Phenotype Ontology,FLOPO:0900045,FLOPO_0900045,FLOPO_0900045,whole plant parasitic [FLOPO:0900045],http://purl.obolibrary.org/obo/FLOPO_0900045,http://purl.obolibrary.org/obo/,obo,[no definition]
673,morphology-leaf,leaf margin entire,Flora Phenotype Ontology,FLOPO:0900073,FLOPO_0900073,FLOPO_0900073,leaf margin entire [FLOPO:0900073],http://purl.obolibrary.org/obo/FLOPO_0900073,http://purl.obolibrary.org/obo/,obo,[no definition]
,,tissue succulence,Flora Phenotype Ontology,FLOPO:0900041,FLOPO_0900041,FLOPO_0900041,,http://purl.obolibrary.org/obo/FLOPO_0900041,http://purl.obolibrary.org/obo/,obo,[no definition]
59,organ_system,reproduction,Gene Ontology,GO:0000003,GO_0000003,GO_0000003,reproduction [GO:0000003],http://purl.obolibrary.org/obo/GO_0000003,http://purl.obolibrary.org/obo/,obo,The production of new individuals that contain some portion of genetic material inherited from one or more parent organisms.
540,development,developmental process involved in reproduction,Gene Ontology,GO:0003006,GO_0003006,GO_0003006,developmental process involved in reproduction [GO:0003006],http://purl.obolibrary.org/obo/GO_0003006,http://purl.obolibrary.org/obo/,obo,"A developmental process in which a progressive change in the state of some part of an organism, germline or somatic, specifically contributes to its ability to form offspring."
96,cell,cellular component,Gene Ontology,GO:0005575,GO_0005575,GO_0005575,cellular component [GO:0005575],http://purl.obolibrary.org/obo/GO_0005575,http://purl.obolibrary.org/obo/,obo,"A location, relative to cellular compartments and structures, occupied by a macromolecular machine when it carries out a molecular function. There are two ways in which the gene ontology describes locations of gene products: [1] relative to cellular structures [e.g., cytoplasmic side of plasma membrane] or compartments [e.g., mitochondrion], and [2] the stable macromolecular complexes of which they are parts [e.g., the ribosome]."
401,physiology,water transport,Gene Ontology,GO:0006833,GO_0006833,GO_0006833,water transport [GO:0006833],http://purl.obolibrary.org/obo/GO_0006833,http://purl.obolibrary.org/obo/,obo,"The directed movement of water [H2O] into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
512,,nitrogen fixation,Gene Ontology,GO:0009399,GO_0009399,GO_0009399,nitrogen fixation [GO:0009399],http://purl.obolibrary.org/obo/GO_0009399,http://purl.obolibrary.org/obo/,obo,"The process in which nitrogen is taken from its relatively inert molecular form (N2) in the atmosphere and converted into nitrogen compounds useful for other chemical processes, such as ammonia, nitrate and nitrogen dioxide."
102,cell,plant-type cell wall,Gene Ontology,GO:0009505,GO_0009505,GO_0009505,plant-type cell wall [GO:0009505],http://purl.obolibrary.org/obo/GO_0009505,http://purl.obolibrary.org/obo/,obo,A more or less rigid stucture lying outside the cell membrane of a cell and composed of cellulose and pectin and other organic and inorganic substances.
397,physiology,chloroplast,Gene Ontology,GO:0009507,GO_0009507,GO_0009507,chloroplast [GO:0009507],http://purl.obolibrary.org/obo/GO_0009507,http://purl.obolibrary.org/obo/,obo,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma."
375,physiology,photosystem,Gene Ontology,GO:0009521,GO_0009521,GO_0009521,photosystem [GO:0009521],http://purl.obolibrary.org/obo/GO_0009521,http://purl.obolibrary.org/obo/,obo,A complex located in a photosynthetic membrane that consists of a photoreaction center associated with accessory pigments and electron carriers. Examples of this component are found in Arabidopsis thaliana and in photosynthetic bacterial and archaeal species.
372,physiology,photosystem I reaction center,Gene Ontology,GO:0009538,GO_0009538,GO_0009538,photosystem I reaction center [GO:0009538],http://purl.obolibrary.org/obo/GO_0009538,http://purl.obolibrary.org/obo/,obo,"A photochemical system containing P700, the chlorophyll a dimer that functions as a primary electron donor. Functioning as a light-dependent plastocyanin-ferredoxin oxidoreductase, it transfers electrons from plastocyanin to ferredoxin."
373,physiology,photosystem II reaction center,Gene Ontology,GO:0009539,GO_0009539,GO_0009539,photosystem II reaction center [GO:0009539],http://purl.obolibrary.org/obo/GO_0009539,http://purl.obolibrary.org/obo/,obo,"An integral membrane complex containing P680, the chlorophyll a molecule that functions as a primary electron donor. In the light, functioning as a water-plastoquinone oxidoreductase, it transfers electrons from water to plastoquinone."
479,morphology-cell,thylakoid,Gene Ontology,GO:0009579,GO_0009579,GO_0009579,thylakoid [GO:0009579],http://purl.obolibrary.org/obo/GO_0009579,http://purl.obolibrary.org/obo/,obo,"A membranous cellular structure that bears the photosynthetic pigments in plants, algae, and cyanobacteria. In cyanobacteria thylakoids are of various shapes and are attached to, or continuous with, the plasma membrane. In eukaryotes they are flattened, membrane-bounded disk-like structures located in the chloroplasts; in the chloroplasts of higher plants the thylakoids form dense stacks called grana. Isolated thylakoid preparations can carry out photosynthetic electron transport and the associated phosphorylation."
609,,response to abiotic stimulus,Gene Ontology,GO:0009628,GO_0009628,GO_0009628,response to abiotic stimulus [GO:0009628],http://purl.obolibrary.org/obo/GO_0009628,http://purl.obolibrary.org/obo/,obo,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."
381,biological process,C4 photosynthesis,Gene Ontology,GO:0009760,GO_0009760,GO_0009760,C4 photosynthesis [GO:0009760],http://purl.obolibrary.org/obo/GO_0009760,http://purl.obolibrary.org/obo/,obo,"The combination of atmospheric CO2 with a 3-carbon molecule phosphoenol pyruvate (PEP) in the mesophyll cells to make a 4-carbon acid which is immediately converted to malic acid. The malic acid is then passed across to the bundle sheath cells where it is broken down again to pyruvic acid and CO2. The acid is passed back to the mesophyll cells to be used again, while the CO2 is fed into the reductive pentose-phosphate cycle (Calvin cycle) and converted into sugar and starch. [database_cross_reference: ISBN:0816017360]"
382,biological process,CAM photosynthesis,Gene Ontology,GO:0009761,GO_0009761,GO_0009761,CAM photosynthesis [GO:0009761],http://purl.obolibrary.org/obo/GO_0009761,http://purl.obolibrary.org/obo/,obo,"The combination of atmospheric CO2 with a 3-carbon molecule phosphoenol pyruvate (PEP) to make malic acid. The malic acid is then passed into the vacuole where it is stored until daylight, when it is shuttled back out to be used as a substrate in the light reaction of photosynthesis. [database_cross_reference: ISBN:0582015952]"
544,development,seed germination,Gene Ontology,GO:0009845,GO_0009845,GO_0009845,seed germination [GO:0009845],http://purl.obolibrary.org/obo/GO_0009845,http://purl.obolibrary.org/obo/,obo,The physiological and developmental changes that occur in a seed commencing with water uptake [imbibition] and terminating with the elongation of the embryonic axis.
384,,photorespiration,Gene Ontology,GO:0009853,GO_0009853,GO_0009853,photorespiration [GO:0009853],http://purl.obolibrary.org/obo/GO_0009853,http://purl.obolibrary.org/obo/,obo,"A light-dependent catabolic process occurring concomitantly with photosynthesis in plants (especially C3 plants) whereby dioxygen (O2) is consumed and carbon dioxide (CO2) is evolved. The substrate is glycolate formed in large quantities in chloroplasts from 2-phosphoglycolate generated from ribulose 1,5-bisphosphate by the action of ribulose-bisphosphate carboxylase; the glycolate enters the peroxisomes where it is converted by glycolate oxidase to glyoxylate which undergoes transamination to glycine. This then passes into the mitochondria where it is decarboxylated forming one molecule of serine for every two molecules of glycine. This pathway also exists in photosynthetic bacteria."
522,,pollination,Gene Ontology,GO:0009856,GO_0009856,GO_0009856,pollination [GO:0009856],http://purl.obolibrary.org/obo/GO_0009856,http://purl.obolibrary.org/obo/,obo,"The cascade of biological processes occurring in plants beginning when the pollen lands on the female reproductive organs of a plant and continuing up to, but not including, fertilization, as defined by sperm-egg cell fusion."
513,,nodulation,Gene Ontology,GO:0009877,GO_0009877,GO_0009877,nodulation [GO:0009877],http://purl.obolibrary.org/obo/GO_0009877,http://purl.obolibrary.org/obo/,obo,The formation of nitrogen-fixing root nodules on plant roots.
348,,dehiscence,Gene Ontology,GO:0009900,GO_0009900,GO_0009900,dehiscence [GO:0009900],http://purl.obolibrary.org/obo/GO_0009900,http://purl.obolibrary.org/obo/,obo,"The opening of an anther, fruit or other structure, which permits the escape of reproductive bodies contained within it."
56,class 2,cellular process,Gene Ontology,GO:0009987,GO_0009987,GO_0009987,cellular process [GO:0009987],http://purl.obolibrary.org/obo/GO_0009987,http://purl.obolibrary.org/obo/,obo,"Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."
398,physiology,regulation of photosynthesis,Gene Ontology,GO:0010109,GO_0010109,GO_0010109,regulation of photosynthesis [GO:0010109],http://purl.obolibrary.org/obo/GO_0010109,http://purl.obolibrary.org/obo/,obo,"Any process that modulates the frequency, rate or extent of photosynthesis."
525,,seed dormancy,Gene Ontology,GO:0010162,GO_0010162,GO_0010162,seed dormancy [GO:0010162],http://purl.obolibrary.org/obo/GO_0010162,http://purl.obolibrary.org/obo/,obo,"The process in which a dormant state is induced, maintained and broken in a seed. Dormancy is characterized by a suspension of physiological activity that can be reactivated."
371,physiology,photosynthesis,Gene Ontology,GO:0015979,GO_0015979,GO_0015979,photosynthesis [GO:0015979],http://purl.obolibrary.org/obo/GO_0015979,http://purl.obolibrary.org/obo/,obo,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide [CO2] using energy obtained from light rather than from the oxidation of chemical compounds."
420,,membrane,Gene Ontology,GO:0016020,GO_0016020,GO_0016020,membrane [GO:0016020],http://purl.obolibrary.org/obo/GO_0016020,http://purl.obolibrary.org/obo/,obo,A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.
569,,death,Gene Ontology,GO:0016265,GO_0016265,GO_0016265,death [GO:0016265],http://purl.obolibrary.org/obo/GO_0016265,http://purl.obolibrary.org/obo/,obo,A permanent cessation of all vital functions: the end of life; can be applied to a whole organism or to a part of an organism..
520,,host,Gene Ontology,GO:0018995,GO_0018995,GO_0018995,host [GO:0018995],http://purl.obolibrary.org/obo/GO_0018995,http://purl.obolibrary.org/obo/,obo,"Any organism in which another organism, especially a parasite or symbiont, spends part or all of its life cycle and from which it obtains nourishment and/or protection."
380,biological process,Calvin cycle; C3 photosynthesis (reductive pentose-phosphate cycle),Gene Ontology,GO:0019253,GO_0019253,GO_0019253,Calvin cycle; C3 photosynthesis (reductive pentose-phosphate cycle) [GO:0019253],http://purl.obolibrary.org/obo/GO_0019253,http://purl.obolibrary.org/obo/,obo,"The fixation of carbon dioxide (CO2) as glucose in the chloroplasts of C3 plants; uses ATP and NADPH formed in the light reactions of photosynthesis; carbon dioxide reacts with ribulose 1,5-bisphosphate (catalyzed by the function of ribulose-bisphosphate carboxylase) to yield two molecules of 3-phosphoglycerate; these are then phosphorylated by ATP to 1,3-bisphosphateglyceraldehyde which, in turn, is then reduced by NADPH to glyceraldehyde 3-phosphate. The glyceraldehyde 3-phosphate is converted to fructose 5-phosphate and ribulose 5-phosphate by aldolase and other enzymes; the ribulose 5-phosphate is phosphorylated by ATP to ribulose 1,5-bisphosphate. [database_cross_reference: ISBN:0198547684]"
374,physiology,"photosynthesis, light reaction",Gene Ontology,GO:0019684,GO_0019684,GO_0019684,"photosynthesis, light reaction [GO:0019684]",http://purl.obolibrary.org/obo/GO_0019684,http://purl.obolibrary.org/obo/,obo,"The light reactions of photosynthesis, which take place in photosystems II and I. Light energy is harvested and used to power the transfer of electrons among a series of electron donors and acceptors. The final electron acceptor is NADP+, which is reduced to NADPH. NADPH generated from light reactions is used in sugar synthesis in dark reactions. Light reactions also generate a proton motive force across the thylakoid membrane, and the proton gradient is used to synthesize ATP. There are two chemical reactions involved in the light reactions: water oxidation in photosystem II, and NADP reduction in photosystem I."
379,biological process,"photosynthesis, dark reaction",Gene Ontology,GO:0019685,GO_0019685,GO_0019685,"photosynthesis, dark reaction [GO:0019685]",http://purl.obolibrary.org/obo/GO_0019685,http://purl.obolibrary.org/obo/,obo,A complex cycle of enzyme-mediated reactions which catalyzes the reduction of carbon dioxide to sugar. As well as carbon dioxide the cycle requires reducing power in the form of reduced nicotinamide adenine dinucleotide phosphate (NADP) and chemical energy in the form of adenosine triphosphate (ATP). The reduced NADP (NADPH) and ATP are produced by the 'light' reactions. [database_cross_reference: ISBN:0582015952]
622,,asexual reproduction,Gene Ontology,GO:0019954,GO_0019954,GO_0019954,asexual reproduction [GO:0019954],http://purl.obolibrary.org/obo/GO_0019954,http://purl.obolibrary.org/obo/,obo,"A type of reproduction in which new individuals are produced from a single organism, either from an unfertilized egg or from a single cell or group of cells."
390,,electron transport chain,Gene Ontology,GO:0022900,GO_0022900,GO_0022900,electron transport chain [GO:0022900],http://purl.obolibrary.org/obo/GO_0022900,http://purl.obolibrary.org/obo/,obo,A process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors.
623,,regeneration,Gene Ontology,GO:0031099,GO_0031099,GO_0031099,regeneration [GO:0031099],http://purl.obolibrary.org/obo/GO_0031099,http://purl.obolibrary.org/obo/,obo,"The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass)."
511,,arbuscular mycorrhizal association,Gene Ontology,GO:0036377,GO_0036377,GO_0036377,arbuscular mycorrhizal association [GO:0036377],http://purl.obolibrary.org/obo/GO_0036377,http://purl.obolibrary.org/obo/,obo,"A form of mutualism between a fungus and the roots of a vascular plant, where hyphae of the fungus penetrate the plant cell wall and invaginate its cell membrane. Once inside, the fungus forms highly branched structures for nutrient exchange with the plant called arbuscules. Aids in the acquisition by the plant of nutrients such as phosphorus from the soil."
619,,growth,Gene Ontology,GO:0040007,GO_0040007,GO_0040007,growth [GO:0040007],http://purl.obolibrary.org/obo/GO_0040007,http://purl.obolibrary.org/obo/,obo,"The increase in size or mass of an entire organism, a part of an organism or a cell."
55,class 2,cellular metabolic process,Gene Ontology,GO:0044237,GO_0044237,GO_0044237,cellular metabolic process [GO:0044237],http://purl.obolibrary.org/obo/GO_0044237,http://purl.obolibrary.org/obo/,obo,The chemical reactions and pathways by which individual cells transform chemical substances.
517,,"biological process involved in symbiotic interaction, symbiosis",Gene Ontology,GO:0044403,GO_0044403,GO_0044403,biological process involved in symbiotic interaction [GO:0044403],http://purl.obolibrary.org/obo/GO_0044403,http://purl.obolibrary.org/obo/,obo,"An interaction between two organisms living together in more or less intimate association. A process carried out by gene products in an organism that enable the organism to engage in a symbiotic relationship, a more or less intimate association, with another organism. The various forms of symbiosis include parasitism, in which the association is disadvantageous or destructive to one of the organisms; mutualism, in which the association is advantageous, or often necessary to one or both and not harmful to either; and commensalism, in which one member of the association benefits while the other is not affected. However, mutualism, parasitism, and commensalism are often not discrete categories of interactions and should rather be perceived as a continuum of interaction ranging from parasitism to mutualism. In fact, the direction of a symbiotic interaction can change during the lifetime of the symbionts due to developmental changes as well as changes in the biotic/abiotic environment in which the interaction occurs. Microscopic symbionts are often referred to as endosymbionts."
362,,biological process involved in interspecies interaction between organisms,Gene Ontology,GO:0044419,GO_0044419,GO_0044419,biological process involved in interspecies interaction between organisms [GO:0044419],http://purl.obolibrary.org/obo/GO_0044419,http://purl.obolibrary.org/obo/,obo,Any process evolved to enable an interaction with an organism of a different species.
383,metabolic process < biological process,cellular respiration,Gene Ontology,GO:0045333,GO_0045333,GO_0045333,cellular respiration [GO:0045333],http://purl.obolibrary.org/obo/GO_0045333,http://purl.obolibrary.org/obo/,obo,The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which either requires oxygen (aerobic respiration) or does not (anaerobic respiration).
803,chemical entity - enzyme,"rubisco complex, ribulose bisphosphate carboxylase complex",Gene Ontology,GO:0048492,GO_0048492,GO_0048492,"rubisco complex, ribulose bisphosphate carboxylase complex [GO:0048492]",http://purl.obolibrary.org/obo/GO_0048492,http://purl.obolibrary.org/obo/,obo,"A complex containing either both large and small subunits or just small subunits which carries out the activity of producing 3-phosphoglycerate from carbon dioxide and ribulose-1,5-bisphosphate"
526,,response to stimulus,Gene Ontology,GO:0050896,GO_0050896,GO_0050896,response to stimulus [GO:0050896],http://purl.obolibrary.org/obo/GO_0050896,http://purl.obolibrary.org/obo/,obo,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."
470,,pollen aperture,Gene Ontology,GO:0062074,GO_0062074,GO_0062074,pollen aperture [GO:0062074],http://purl.obolibrary.org/obo/GO_0062074,http://purl.obolibrary.org/obo/,obo,"An area where exine is reduced or absent, in the pollen wall."
515,,parasitism,Gene Ontology,GO:0072519,GO_0072519,GO_0072519,parasitism [GO:0072519],http://purl.obolibrary.org/obo/GO_0072519,http://purl.obolibrary.org/obo/,obo,An interaction between two organisms living together in more or less intimate association in a relationship in which association is disadvantageous or destructive to one of the organisms.
514,,mutualism,Gene Ontology,GO:0085030,GO_0085030,GO_0085030,mutualism [GO:0085030],http://purl.obolibrary.org/obo/GO_0085030,http://purl.obolibrary.org/obo/,obo,An interaction between two organisms living together in more or less intimate association in a relationship in which both organisms benefit from each other.
519,,haustorium,Gene Ontology,GO:0085035,GO_0085035,GO_0085035,haustorium [GO:0085035],http://purl.obolibrary.org/obo/GO_0085035,http://purl.obolibrary.org/obo/,obo,A projection from a cell or tissue that penetrates the host's cell wall and invaginates the host cell membrane.
469,,pollen tube,Gene Ontology,GO:0090406,GO_0090406,GO_0090406,pollen tube [GO:0090406],http://purl.obolibrary.org/obo/GO_0090406,http://purl.obolibrary.org/obo/,obo,A tubular cell projection that is part of a pollen tube cell and extends from a pollen grain. Carries the male gametes to into or near the ovule.
388,,chlorophyll fluorescence,Gene Ontology,GO:0090546,GO_0090546,GO_0090546,chlorophyll fluorescence [GO:0090546],http://purl.obolibrary.org/obo/GO_0090546,http://purl.obolibrary.org/obo/,obo,The process by which excess light energy absorbed by chlorophyll and not used to drive photosynthesis is re-emitted as light.
232,,pain,Human Phenotype Ontology,HP:0012531,HP_0012531,HP_0012531,pain [HP:0012531],http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/,obo,"An unpleasant sensory and emotional experience associated with actual or potential tissue damage, or described in terms of such damage."
753,chemical entity,carboxylation,Molecular Process Ontology,MOP:0000591,MOP_0000591,MOP_0000591,carboxylation [MOP:0000591],http://purl.obolibrary.org/obo/MOP_0000591,http://purl.obolibrary.org/obo/,obo,Formation of a covalent bond between a substrate and a carboxy group.
601,ecology,"plants, land plants",NCBI organismal classification,NCBITaxon:3193,NCBITaxon_3193,NCBITaxon_3193,"plants, land plants [NCBITaxon:3193]",http://purl.obolibrary.org/obo/NCBITaxon_3193,http://purl.obolibrary.org/obo/,obo,[no definition]
,,fungi,NCBI organismal classification,NCBITaxon:4751,NCBITaxon_4751,NCBITaxon_4751,,http://purl.obolibrary.org/obo/NCBITaxon_4751,http://purl.obolibrary.org/obo/,obo,[no definition]
,,cyanobacteria,NCBI organismal classification,NCBITaxon:1117,NCBITaxon_1117,NCBITaxon_1117,,http://purl.obolibrary.org/obo/NCBITaxon_1117,http://purl.obolibrary.org/obo/,obo,[no definition]
506,,"suitable, amenable",National Cancer Institute Thesaurus,NCIT:C116358,NCIT_C116358,NCIT_C116358,"suitable, amenable [NCIT:C116358]",http://purl.obolibrary.org/obo/NCIT_C116358,http://purl.obolibrary.org/obo/,obo,Having the appropriate qualities.
120,,shortest diameter,National Cancer Institute Thesaurus,NCT:C120715,NCT_C120715,NCT_C120715,shortest diameter [NCT:C120715],http://purl.obolibrary.org/obo/NCIT_C120715,http://purl.obolibrary.org/obo/,obo,The minimum value in a range of values that describe the diameter of an entity.
385,,airway conductance,National Cancer Institute Thesaurus,NCIT:C124422,NCIT_C124422,NCIT_C124422,airway conductance [NCIT:C124422],http://purl.obolibrary.org/obo/NCIT_C124422,http://purl.obolibrary.org/obo/,obo,"The instantaneous rate of gas flow in the airway, expressed as the pressure difference between any given part of the airway and the alveoli; it is the reciprocal of airway resistance."
318,,fused,National Cancer Institute Thesaurus,NCIT:C124537,NCIT_C124537,NCIT_C124537,fused [NCIT:C124537],http://purl.obolibrary.org/obo/NCIT_C124537,http://purl.obolibrary.org/obo/,obo,A physical quality in which the entity or structure is physically attached or combined with another entity or structure to become a whole.
