identifier,label,description,trait_name
flower_pollen_aperture_shape_colpus,colpus,Pollen aperture shape is elongate and grooved and may be positioned globally or equatorially.,flower_pollen_aperture_shape
flower_pollen_aperture_shape_pore,pore,Pollen aperture shape is round and pore-like and may be positioned globally or equatorially.,flower_pollen_aperture_shape
flower_pollen_aperture_shape_ring_like,ring_like,Aperture that completely encircles the pollen.,flower_pollen_aperture_shape
flower_pollen_aperture_shape_spiraperturate,spiraperturate,Pollen grain with one or more spiral apertures.,flower_pollen_aperture_shape
flower_pollen_aperture_shape_sulcus,sulcus,Pollen aperture shape is elongate and grooved and positioned at the pole.,flower_pollen_aperture_shape
flower_pollen_aperture_shape_syncolpus,syncolpus,"Pollen grain with two or more simple (or compound) colpi, the ends of which join at the pole.",flower_pollen_aperture_shape
flower_pollen_aperture_shape_ulcus,ulcus,Pollen aperture shape is round and pore-like and positioned at the pole.,flower_pollen_aperture_shape
fruit_colour_pink,pink,Fruit's exocarp is pink.,fruit_colour
fruit_colour_red,red,Fruit's exocarp is red.,fruit_colour
fruit_colour_orange,orange,Fruit's exocarp is orange.,fruit_colour
fruit_colour_yellow,yellow,Fruit's exocarp is yellow.,fruit_colour
fruit_colour_green,green,Fruit's exocarp is green.,fruit_colour
fruit_colour_blue,blue,Fruit's exocarp is blue.,fruit_colour
fruit_colour_purple,purple,Fruit's exocarp is purple.,fruit_colour
fruit_colour_white,white,Fruit's exocarp is white.,fruit_colour
fruit_colour_cream,cream,Fruit's exocarp is cream.,fruit_colour
fruit_colour_brown,brown,Fruit's exocarp is brown.,fruit_colour
fruit_colour_black,black,Fruit's exocarp is black.,fruit_colour
fruit_colour_grey,grey,Fruit's exocarp is grey.,fruit_colour
fruit_type_achene,achene,"A simple, dry, indehiscent fruit with a single seed that is attached to the pericarp at one point only. (Synonyms, cypsela)",fruit_type
fruit_type_anthocarp,anthocarp,"A ripened ovary surrounded by attached accessory floral tissues; the floral tissues may be fleshy or dry. (Synonyms, accessory_fruit, pseudocarp, diclesium)",fruit_type
fruit_type_berry,berry,"A simple, indehiscent fruit with one to many seeds embedded in a fleshy pericarp.",fruit_type
fruit_type_capsule,capsule,"A dry, dehiscent fruit composed of two or more united carpels; different types of capsules distinguished by type of dehiscence (e.g. valves, slits, pores).",fruit_type
fruit_type_caryopsis,caryopsis,"A simple, dry, indehiscent fruit with a single seed which is fused to the pericarp at one point only; the fruit type of all Poaceae (Synonyms, grain)",fruit_type
fruit_type_compound_fruit_other,compound_fruit_other,"A fruit derived from more than one flower. (Synonyms, aggregate_fruit)",fruit_type
fruit_type_drupe,drupe,"A simple indehiscent fruit with a hard, stony endocarp and a fleshy mesocarp.",fruit_type
fruit_type_follicle,follicle,"A dry, dehiscent fruit derived from a single carpel that splits along one suture.",fruit_type
fruit_type_legume,legume,"A dry, dehiscent fruit derived from a single carpel that splits along two sutures; applies to Fabaceae. (Synonyms, pod)",fruit_type
fruit_type_legume_indehiscent,legume_indehiscent,"A dry, indehiscent fruit derived from a single carpel; applies to Fabaceae.",fruit_type
fruit_type_mericarp,mericarp,"A fruitlet (seed-containing portion of a fruit) that is a half-carpel; the individual fruitlets separate from one another at maturity; a specific type of schizocarp. (In some datasets, term likely refers to any fruitlet derived from a portion of a schizocarp that separates at maturity, not explicitly just a half-carpel.)",fruit_type
fruit_type_multiple_fruit,multiple_fruit,"A fruit composed of several fruitlets developing from a single flower (e.g. raspberries, magnolias); fruits developing from more than one flower are included under compound (aggregate) fruits. (Synonym, apocarp)",fruit_type
fruit_type_nut,nut,"A simple, dry, indehiscent fruit with a single seed and a hard pericarp.",fruit_type
fruit_type_nutlet,nutlet,"A diminutive of nut, referring to a simple, dry, indehiscent structure with a single seed that might be an entire fruit (nut; monocarp) or a portion of a fruit, such as the individual components derived from an apocarp (fruit with multiple unfused ovaries) or schizocarp (fruit with multiple ovaries that separate at maturity).",fruit_type
fruit_type_pepo,pepo,"A fleshy fruit derived from a single ovary that is divided into several carpels, has multiple seeds, and has a tough rind when mature.",fruit_type
fruit_type_pome,pome,A fleshy fruit with the bulk of the fleshy tissue derived from flora tissue that surrounds the inferior ovary.,fruit_type
fruit_type_pyrene,pyrene,A fleshy fruit in which the seed(s) are covered by a hard layer of endocarp.,fruit_type
fruit_type_samara,samara,"A winged, dry fruit.",fruit_type
fruit_type_schizocarp,schizocarp,"Category that includes all fruits derived from a compound pistil that separate into individual carpellary constituents at maturity; broad terms that includes dry and fleshy fruits, some with accessory tissues, others without. The individual seed-containing units that a schizocarp breaks apart into include mericarps, nutlets, and fruitlets.",fruit_type
fruit_type_silique,silique,"A type of capsule (dry, dehiscent fruit) where the fruit is divided into two parts by a thin partition; more than three times as long as wide; applies to Brassicaceae (Synonyms, silicle, siliqua)",fruit_type
fruit_type_strobilus,strobilus,"A modified reproductive shoot system found in many nonflowering plants, especially gymnosperms, comprised of overlapping bracts (scales). (Synonyms, cone)",fruit_type
fruit_type_syncarp,syncarp,A compound fruit produced by the adhesion of the fruits from several flowers.,fruit_type
fruit_type_syconium,syconium,"A fleshy compound fruit, in which the fruitlets are enclosed in accessory material, such as the hollow-centered fruits of Moraceae. (Synonyms, synconium, fig)",fruit_type
fruit_type_utricle,utricle,A bladdery or inflated dry fruit with a single seed; essential an achene in which the pericarp is significantly larger than the mature seed.,fruit_type
fruit_fleshiness_dry,dry,Fruits are dry when mature and fresh.,fruit_fleshiness
fruit_fleshiness_fleshy,fleshy,Fruits are fleshy when mature and fresh.,fruit_fleshiness
fruit_dehiscence_dehiscent,dehiscent,Fruits are dehiscent when mature.,fruit_dehiscence
fruit_dehiscence_indehiscent,indehiscent,Fruits are indehiscent when mature.,fruit_dehiscence
diaspore_fleshiness_dry,dry,"Diaspores where the true fruit, accessory tissues and dispersal appendages are all dry when mature.",diaspore_fleshiness
diaspore_fleshiness_fleshy,fleshy,"Diaspores where either the true fruit, accessory tissues or dispersal appendages are fleshy when mature.",diaspore_fleshiness
seed_germination_treatment_after_ripening,after_ripening,"Seed germinates more readily after a period of warm, dry storage.",seed_germination_treatment
seed_germination_treatment_chemical_treatment,chemical_treatment,Seed germinates more readily after a chemical treatment.,seed_germination_treatment
seed_germination_treatment_cold,cold,Seed germinates more readily after cold treatment.,seed_germination_treatment
seed_germination_treatment_dark,dark,Seed germinates more readily after being stored in the dark.,seed_germination_treatment
seed_germination_treatment_heat,heat,Seed germinates more readily after being heated.,seed_germination_treatment
seed_germination_treatment_heat_lethal,heat_lethal,"Seed is heat sensitive. (A fire response, more than a treatment to break dormancy.)",seed_germination_treatment
seed_germination_treatment_heat+smoke,heat+smoke,Seed germinates more readily after a treatment that merges heat and smoke.,seed_germination_treatment
seed_germination_treatment_imbibe_hot,imbibe_hot,Seed germinates more readily after being soaked in hot water; water temperature usually between 70 deg C to just below boiling.,seed_germination_treatment
seed_germination_treatment_leaching,leaching,Seed germinates more readily after leaching out certain chemicals.,seed_germination_treatment
seed_germination_treatment_light,light,Seed germinates more readily after light exposure.,seed_germination_treatment
seed_germination_treatment_mycorrhizae,mycorrhizae,Seed germinates more readily if infected by a mycorrhizal symbiont.,seed_germination_treatment
seed_germination_treatment_none,none,No treatment required for seed to display high germination rates.,seed_germination_treatment
seed_germination_treatment_rain,rain,Seed germinates more readily after rain.,seed_germination_treatment
seed_germination_treatment_scarify,scarify,"Seed coat is removed, nicked, or otherwise punctured to increase germination.",seed_germination_treatment
seed_germination_treatment_smoke,smoke,Seed germinates more readily after being subjected to a smoke treatment; includes smoked water.,seed_germination_treatment
seed_germination_treatment_stratification,stratification,Seed germinates more readily after being stored in moist conditions; not specified if the treatment was `cold stratification` or `warm stratification`.,seed_germination_treatment
seed_germination_treatment_stratification_cold,stratification_cold,"Seed germinates more readily after a period of cold, wet storage.",seed_germination_treatment
seed_germination_treatment_stratification_warm,stratification_warm,"Seed germinates more readily after a period of warm, wet storage.",seed_germination_treatment
seedling_hypocotyl_hairs_glabrous,glabrous,Hypocotyl lacks hairs.,seedling_hypocotyl_hairs
seedling_hypocotyl_hairs_hairy,hairy,Hypocotyl has hairs.,seedling_hypocotyl_hairs
plant_tolerance_inundation_not_applicable,not_applicable,Taxa is not typically confronted with being inundated and its response is unknown.,plant_tolerance_inundation
plant_tolerance_inundation_less_than_1_month,less_than_1_month,Taxa able to tolerate being inundated for less than 1 month.,plant_tolerance_inundation
plant_tolerance_inundation_1-6_months,1-6_months,Taxa able to tolerate being inundated for 1-6 months.,plant_tolerance_inundation
plant_tolerance_inundation_greater_than_6_months,greater_than_6_months,Taxa able to tolerate being inundated for  more than 6 months.,plant_tolerance_inundation
plant_tolerance_inundation_aquatic,aquatic,Taxa truly aquatic and able to be permanently inundated.,plant_tolerance_inundation
plant_flood_regime_classification_terrestrial_dry,terrestrial_dry,"Species which germinate, grow and reproduce where there is no surface water and the water table is below the soil surface. (Dry species; Tdr)",plant_flood_regime_classification
plant_flood_regime_classification_terrestrial_damp,terrestrial_damp,"Species which germinate, grow and reproduce on saturated soil. (Damp species; Tda)",plant_flood_regime_classification
plant_flood_regime_classification_amphibious_fluctuation_tolerators_emergent,amphibious_fluctuation_tolerators_emergent,"Species which germinate in damp or flooded conditions, which tolerate variation in water level, and which grow with their basal portions under water and reproduce out of water. (Emergent species; ATe)",plant_flood_regime_classification
plant_flood_regime_classification_amphibious_fluctuation_tolerators_low,amphibious_fluctuation_tolerators_low,"Species which germinate in damp or flooded conditions, which tolerate variation in water level, which are low-growing and tolerate complete submersion when water-levels rise. (Low-growing species; ATl)",plant_flood_regime_classification
plant_flood_regime_classification_amphibious_fluctuation_responders_plastic,amphibious_fluctuation_responders_plastic,"Species which germinate in flooded conditions, grow in both flooded and damp conditions, reproduce above the surface of the water, and which have morphological plasticity (e.g. heterophylly) in response to water-level variation. (Morphologically plastic species; ARp)",plant_flood_regime_classification
plant_flood_regime_classification_amphibious_fluctuation_responders_floating,amphibious_fluctuation_responders_floating,"Species which germinate in flooded conditions, grow in both flooded and damp conditions, reproduce above the surface of the water, and which have floating leaves when inundated. (Species with floating leaves; ARf)",plant_flood_regime_classification
plant_flood_regime_classification_amphibious,amphibious,Species which germinate in damp or flooded conditions and can grow in or our of water.,plant_flood_regime_classification
plant_flood_regime_classification_submerged,submerged,"Species which germinate, grow and reproduce underwater. (S",plant_flood_regime_classification
leaf_pendulousness_pendulous,pendulous,Leaves are pendulous.,leaf_pendulousness
leaf_pendulousness_not_pendulous,not_pendulous,Leaves are not pendulous.,leaf_pendulousness
leaf_arrangement_decussate,decussate,When sequential pairs of opposite leaves attach at right angles to the pair above or below.,leaf_arrangement
leaf_arrangement_distichous,distichous,When alternate or opposite leaves are arranged in two opposite rows.,leaf_arrangement
leaf_arrangement_scattered,scattered,When leaves are attached along the entire length of stem.,leaf_arrangement
leaf_arrangement_spiral,spiral,When alternate leaves are attached in a progressive spiral pattern along the stem.,leaf_arrangement
leaf_arrangement_fasciculate,fasciculate,"A tight bundle or cluster of leaves attaches to the stem in a single location, generally due to the shortening of internodes. (Synonym, tufted)",leaf_arrangement
leaf_arrangement_clustered,clustered,"When leaves are in any type of cluster, where the type of cluster is not further specified. The leaves may be clustered toward the base of the plant (a rosette), toward the top of the plant, toward the end of branches, or in distinct tuft (fascicles), but more information is not provided.",leaf_arrangement
leaf_arrangement_clustered_basal,clustered_basal,"When leaves are clustered or crowded to the base of the stem, arranged in a rosette or other basal clustering. (Synonym, rosette)",leaf_arrangement
leaf_arrangement_crowded,crowded,"When internode length varies considerably along a stem, such that leaves appear crowded or tufted. (Synonym, congested)",leaf_arrangement
leaf_arrangement_rosette,rosette,When leaves radiate from a central point at or near ground level.,leaf_arrangement
leaf_arrangement_imbricate,imbricate,When leaves lay tightly against the stem and are overlapping.,leaf_arrangement
leaf_phyllotaxis_alternate,alternate,A single leaf is attached at each stem node.,leaf_phyllotaxis
leaf_phyllotaxis_opposite,opposite,A pair of leaves are attached opposite to one another at each stem node.,leaf_phyllotaxis
leaf_phyllotaxis_whorled,whorled,"Three or more leaves are attached at each stem node, arranged in a symmetrical pattern around the stem. (Synonyms, verticillate)",leaf_phyllotaxis
leaf_glaucousness_glaucous,glaucous,"Mature (fully expanded) leaves on adult plants have a waxy coating, giving them a glaucous appearance. (Synonyms, waxy bloom, pruinose)",leaf_glaucousness
leaf_glaucousness_not_glaucous,not_glaucous,Mature (fully expanded) leaves on adult plants do not have a glaucous appearance.,leaf_glaucousness
leaf_hairs_adult_leaves_glabrous,glabrous,Mature (fully expanded) leaves on adult plants do not have hairs (trichomes).,leaf_hairs_adult_leaves
leaf_hairs_adult_leaves_hairy,hairy,Mature (fully expanded) leaves on adult plants have hairs (trichomes).,leaf_hairs_adult_leaves
leaf_hairs_immature_leaves_glabrous,glabrous,Immature (still expanding) leaves do not have hairs (trichomes).,leaf_hairs_immature_leaves
leaf_hairs_immature_leaves_hairy,hairy,Immature (still expanding) leaves have hairs (trichomes).,leaf_hairs_immature_leaves
leaf_hairs_juvenile_leaves_glabrous,glabrous,Juvenile phase leaves do not have hairs (trichomes).,leaf_hairs_juvenile_leaves
leaf_hairs_juvenile_leaves_hairy,hairy,Juvenile phase leaves have hairs (trichomes).,leaf_hairs_juvenile_leaves
leaf_margin_entire,entire,Leaf margin lacks projections or indentations that extend less than 1/8 of the distance to the midrib.,leaf_margin
leaf_margin_toothed,toothed,"Leaf margin has small projections or lobes along the edge of the leaf lamina. This is a broad term that includes serrate, dentate, and crenulate.",leaf_margin
leaf_margin_toothed_serrate,toothed_serrate,"Type of toothed leaf margin with sharp teeth that are angled toward the tip of the leaf. (Synonyms, saw-toothed)",leaf_margin
leaf_margin_toothed_dentate,toothed_dentate,Type of toothed leaf margin with sharp teeth that point outwards at right angles to the leaf margin.,leaf_margin
leaf_margin_toothed_crenate,toothed_crenate,"Type of toothed leaf margin with teeth that are rounded or obtuse, rather than having a sharp apex. [PO:0025519]",leaf_margin
leaf_margin_posture_involute,involute,"Leaf margins along the side of the leaf are rolled upward. (Synonym, inrolled, incurved)",leaf_margin_posture
leaf_margin_posture_revolute,revolute,Leaf margins along the side of the leaf are rolled under or downward. [PATO:0001963],leaf_margin_posture
leaf_margin_posture_recurved,recurved,Leaf tip is curved outward or downward. [PATO:0002211],leaf_margin_posture
leaf_margin_posture_flat,flat,"Leaf lamina, including margins, is a flat plane. [PATO:0000407]",leaf_margin_posture
leaf_margin_posture_undulate,undulate,Leaf margins wavy in a vertical plane.,leaf_margin_posture
leaf_lobation_unlobed,unlobed,Leaf margin lacks projections or indentations that extend more than 1/8 of the distance to the midrib.,leaf_lobation
leaf_lobation_lobed,lobed,"Leaf margin has incisions, either rounded or sharp-tipped, that extend more than 1/8 of the distance to the midrib.",leaf_lobation
leaf_lobation_lobed_deep,lobed_deep,"Leaf margin with lobes that extend more than halfway to the midrib. (Synonyms, parted, divided)",leaf_lobation
leaf_lobation_lobed_shallow,lobed_shallow,"Leaf margin with lobes that extend less than halfway to the midrib. (Synonyms, cleft, sinuate)",leaf_lobation
leaf_compoundness_simple,simple,A leaf with a single undivided blade. [PO:0020042],leaf_compoundness
leaf_compoundness_compound,compound,A leaf that is divided into multiple leaflets. [PO:0020043],leaf_compoundness
leaf_lamina_division_pinnately_lobed,pinnately_lobed,"Leaf with divisions that are symmetrical across a central axis, usually the midvein.",leaf_lamina_division
leaf_lamina_division_palmately_lobed,palmately_lobed,"Leaf with divisions that radiate from a single point, usually the basal junction of major veins.",leaf_lamina_division
leaf_lamina_division_pinnatifid,pinnatifid,Leaf with lobes that extend less than half-way to the midrib.,leaf_lamina_division
leaf_lamina_division_bipinnatifid,bipinnatifid,"Leaf that is twice pinnatifid, with two series of lobes that extend less than half-way to the midrib.",leaf_lamina_division
leaf_lamina_division_pinnatipartite,pinnatipartite,Leaf with lobes that extend more than half-way to the midrib.,leaf_lamina_division
leaf_lamina_division_pinnatisect,pinnatisect,Leaf with lobes that extend nearly to the midrib but the divisions are not separated into distinct leaflets.,leaf_lamina_division
leaf_lamina_division_bipinnatipartite,bipinnatipartite,"Leaf that is twice pinnatipartite, with two series of lobes that extend more than half-way to the midrib.",leaf_lamina_division
leaf_lamina_division_bipinnatisect,bipinnatisect,"Leaf that is twice pinnatisect, with two series of lobes that extend nearly to the midrib but the divisions are not separated into distinct leaflets.",leaf_lamina_division
leaf_lamina_division_trichotomously_lobed,trichotomously_lobed,Leaf divided repeatedly into three lobes.,leaf_lamina_division
leaf_lamina_division_dichotomously_lobed,dichotomously_lobed,Leaf divided repeatedly into two lobes.,leaf_lamina_division
leaf_lamina_division_bipartite,bipartite,Leaf divided into two lobes.,leaf_lamina_division
leaf_lamina_division_tripartite,tripartite,Leaf divided into three lobes.,leaf_lamina_division
leaf_lamina_division_pinnately_compound,pinnately_compound,Leaf divided into leaflets that attach along a central axis. [PATO_0000410],leaf_lamina_division
leaf_lamina_division_palmately_compound,palmately_compound,"Leaf divided into leaflets that attach to a central point. (Synonyms, digitate)",leaf_lamina_division
leaf_lamina_division_bipinnate,bipinnate,"Leaf that is twice pinnate, having pinnate leaflets that are themselves pinnately divided.",leaf_lamina_division
leaf_lamina_division_tripinnate,tripinnate,"Leaf that is three times pinnate, with pinnate leaflets that are twice more pinnately divided.",leaf_lamina_division
leaf_lamina_division_trifoliate,trifoliate,"Leaf divided into three leaflets. (Synonyms, ternate, trifoliolate)",leaf_lamina_division
leaf_phenology_deciduous,deciduous,"Plant loses its entire leaf canopy for part of the year, in response to either drought or cold.",leaf_phenology
leaf_phenology_evergreen,evergreen,Plant retains a leaf canopy throughout the year.,leaf_phenology
leaf_phenology_cold_deciduous,cold_deciduous,"Plant loses its entire leaf canopy for part of the year, in response to cold.",leaf_phenology
leaf_phenology_drought_deciduous,drought_deciduous,"Plant loses its entire leaf canopy for part of the year, in response to drought.",leaf_phenology
leaf_phenology_facultative_drought_deciduous,facultative_drought_deciduous,"Plant sometimes loses its leaf canopy for part of the year, in response to drought.",leaf_phenology
leaf_phenology_semi_deciduous,semi_deciduous,"Plant thins, but does not entirely lose, its leaf canopy in response to an environmental cue, usually drought.",leaf_phenology
leaf_phenology_brevi_deciduous,brevi_deciduous,Plant briefly loses its entire leaf canopy but flushes a new leaf canopy almost simultaneously to leaf loss.,leaf_phenology
leaf_shape_linear,linear,"A 2-dimensional shape that is very long and narrow, has parallel sides and a length:width ratio between 12:1 and 6:1.",leaf_shape
leaf_shape_narrowly_oblong,narrowly_oblong,"A 2-dimensional shape that is long and narrow, has parallel sides and a length:width ratio between 6:1 and 3:1. (Synonyms, lorate)",leaf_shape
leaf_shape_oblong,oblong,A 2-dimensional shape that is somewhat elongated with parallel sides and a length:width ratio between 2:1 and 3:2.,leaf_shape
leaf_shape_linear_elliptical,linear_elliptical,"A 2-dimensional shape that is a very narrow oval, with curved margins, lacking a distinct point, and a length:width ratio between 12:1 and 6:1.",leaf_shape
leaf_shape_narrowly_elliptical,narrowly_elliptical,"A 2-dimensional shape that is a narrow oval, with curved margins, lacking a distinct point, and a length:width ratio between 6:1 and 3:1.",leaf_shape
leaf_shape_elliptical,elliptical,"A 2-dimensional shape that is an oval, with curved margins, lacking a distinct point, and a length:width ratio between 2:1 and 3:2. (Synonyms, oval)",leaf_shape
leaf_shape_widely_elliptical,widely_elliptical,"A 2-dimensional shape that is a broad oval, with curved margins, lacking a distinct point, and a length:width ratio of approximately 6:5.",leaf_shape
leaf_shape_orbicular,orbicular,"A 2-dimensional shape that is approximately circular. (Synonyms, circular)",leaf_shape
leaf_shape_oblate,oblate,"A 2-dimensional shape that is a broad oval, with curved margins, lacking a distinct point, and a length:width ratio of approximately 5:6. The petiole attaches along the broader side.",leaf_shape
leaf_shape_narrowly_lanceolate,narrowly_lanceolate,"A 2-dimensional shape that is very narrowly egg-shaped or teardrop-shaped, with a length:width ratio between 12:1 and 6:1. The petiole attaches near the wide, curved portion of the leaf lamina.",leaf_shape
leaf_shape_lanceolate,lanceolate,"A 2-dimensional shape that is narrowly egg-shaped or teardrop-shaped, with a length:width ratio between 6:1 and 3:1. The petiole attaches near the wide, curved portion of the leaf lamina.",leaf_shape
leaf_shape_narrowly_ovate,narrowly_ovate,"A 2-dimensional shape that is narrowly egg-shaped, with a length:width ratio between 3:1 and 2:1. The petiole attaches near the wide, curved portion of the leaf lamina. (Synonyms, lance_ovate, widely_lanceolate)",leaf_shape
leaf_shape_ovate,ovate,"A 2-dimensional shape that is egg-shaped, with a length:width ratio between 2:1 and 3:2. The petiole attaches near the wide, curved portion of the leaf lamina.",leaf_shape
leaf_shape_widely_ovate,widely_ovate,"A 2-dimensional shape that is broadly egg-shaped with a length:width ratio of approximately 6:5. The petiole attaches near the wide, curved portion of the leaf lamina.",leaf_shape
leaf_shape_narrowly_oblanceolate,narrowly_oblanceolate,"A 2-dimensional shape that is very narrowly teardrop-shaped, with a length:width ratio between 12:1 and 6:1. The leaf lamina has curved outer margins and narrows nearly to a point where it attaches to the petiole. (Synonyms, linear_oblanceolate)",leaf_shape
leaf_shape_oblanceolate,oblanceolate,"A 2-dimensional shape that is narrowly teardrop-shaped, with a length:width ratio between 6:1 and 3:1. The leaf lamina has curved outer margins and narrows nearly to a point where it attaches to the petiole.",leaf_shape
leaf_shape_narrowly_obovate,narrowly_obovate,"A 2-dimensional shape that is narrowly egg-shaped or teardrop-shaped with a length:width ratio between 3:1 and 2:1. The leaf lamina has curved outer margins and narrows nearly to a point where it attaches to the petiole. (Synonyms, oblance-obovate)",leaf_shape
leaf_shape_obovate,obovate,A 2-dimensional shape that is egg-shaped with a length:width ratio between 2:1 and 3:2. The leaf lamina has curved outer margins and narrows nearly to a point where it attaches to the petiole.,leaf_shape
leaf_shape_widely_obovate,widely_obovate,A 2-dimensional shape that is broadly egg-shaped with a length:width ratio of approximately 6:5. The leaf lamina has curved outer margins and narrows nearly to a point where it attaches to the petiole.,leaf_shape
leaf_shape_narrowly_triangular,narrowly_triangular,"A 2-dimensional shape that is narrowly triangular to wedge-shaped, with a length:width ratio 6:1 to 3:1 and the petiole attaching near the widest portion of the leaf. (Synonyms, triangular)",leaf_shape
leaf_shape_triangular,triangular,"A 2-dimensional shape that is triangular to wedge-shaped, with a length:width ratio 2:1 to 3:2 and the petiole attaching near the widest portion of the leaf.",leaf_shape
leaf_shape_deltate,deltate,"A 2-dimensional shape that is triangular to wedge-shaped, with a length:width ratio of 1:1 and the petiole attaching along one of the broad sides.",leaf_shape
leaf_shape_obtriangular,obtriangular,"A 2-dimensional shape that is triangular to fan-shaped or wedge-shaped, with a length:width ratio 2:1 to 3:2 and the petiole attaching near the narrowest portion of the leaf. (Synonyms, flabelliform, fan-shaped, wedge-shaped, cuneate)",leaf_shape
leaf_shape_narrowly_rhomboidal,narrowly_rhomboidal,"A 2-dimensional shape that is like a narrow diamond, with approximately straight edges, widest near the middle, and a length:width ratio 6:1 to 3:1. The petiole attaches near one of the points.",leaf_shape
leaf_shape_rhomboidal,rhomboidal,"A 2-dimensional shape that is approximately diamond or parallelogram-shaped, with approximately straight edges, widest near the middle, and a length:width ratio 2:1 to 3:2. The petiole attaches near one of the points. (Synonyms, rhombic, diamond)",leaf_shape
leaf_shape_trullate,trullate,"A 2-dimensional shape that is approximately parallelogram-shaped, widest near where the petiole attaches (base), and with a length:width ratio 2:1 to 3:2.",leaf_shape
leaf_shape_narrowly_obtrullate,narrowly_obtrullate,"A 2-dimensional shape that is narrowly parallelogram-shaped, widest near the tip, and with a length:width ratio 3:1 to 6:1.",leaf_shape
leaf_shape_obtrullate,obtrullate,"A 2-dimensional shape that is approximately parallelogram-shaped, widest near the tip, and with a length:width ratio 2:1 to 3:2.",leaf_shape
leaf_shape_widely_obtrullate,widely_obtrullate,"A 2-dimensional shape that is broadly parallelogram-shaped, widest near the tip, and with a length:width ratio of approximately 6:5.",leaf_shape
leaf_shape_acicular,acicular,"A 2-dimensional or 3-dimensional shape with a needlelike tip, often round in cross-section, with margins straight and parallel, and a length:width ratio greater than 12:1. (Synonyms, needle-shaped)",leaf_shape
leaf_shape_terete,terete,"A 3-dimensional shape that is a long, narrow cylinder approximately circular in cross-section. Terete leaves often taper toward the tip. (Synonym, cylindrical)",leaf_shape
leaf_shape_cordate,cordate,"A 2-dimensional heart shape, approximately ovate with a cordate base, with the petiole attaching at the notch between the lobes. (Synonyms, cordiform)",leaf_shape
leaf_shape_obcordate,obcordate,"A 2-dimensional heart shape, approximately ovate with a cordate apex, and the petiole attaching along the broad, curve side.",leaf_shape
leaf_shape_falcate,falcate,"A 2-dimensional sickle-shape, approximately lanceolate to linear and curved on one side. (Synonyms, scimitar-shaped, sickle-shaped, falciform, crescent-shaped)",leaf_shape
leaf_shape_reniform,reniform,"A 2-dimensional shape that is roughly kidney-shaped, wider than long with a rounded apex and two rounded, basal lobes that are smoothly concave at their intersection. (Synonyms, kidney-shaped)",leaf_shape
leaf_shape_spathulate,spathulate,"A 2-dimensional shape that can be approximately oblong, obovate, or oblanceolate in outline with a long attenuate base, like a spoon. (Synonyms, spoon-shaped, clavate)",leaf_shape
leaf_shape_strap-shaped,strap-shaped,A 2-dimensional shape that is strap-shaped with a rounded tip and a length:width ratio greater than 12:1,leaf_shape
leaf_shape_ensiform,ensiform,"A 2-dimensional shape that is sword-shaped with a pointed tip and a length:width ratio greater than 12:1 (Synonyms, sword-shaped)",leaf_shape
leaf_shape_subulate,subulate,"A 2-dimensional shape that is awl-shaped, approximately narrowly oblong to narrowly triangular with a broad base. (Synonyms, awl-shaped).",leaf_shape
leaf_shape_peltate,peltate,"A 2-dimensional orbicular shape, distinguished by the petiole attaching near the center of the leaf lamina.",leaf_shape
leaf_shape_filiform,filiform,"A 2-dimensional shape that is long, thin, and typically flexuous, threadlike, filamentous.",leaf_shape
leaf_base_shape_acute,acute,Two sides of the leaf meet at an angle that is less than 90°.,leaf_base_shape
leaf_base_shape_attenuate,attenuate,"Basal leaf margin abruptly incurved (concave), the two sides intersecting at an angle of less than 45°.",leaf_base_shape
leaf_base_shape_auriculate,auriculate,Basal leaf margin with two rounded lobes. The leaf margin above the lobes is concave. The petiole attaches in the incised region between the lobes.,leaf_base_shape
leaf_base_shape_cordate,cordate,Basal leaf margin with two rounded lobes and the petiole attaches in the incised region between the lobes. The leaf margin above the lobes is rounded.,leaf_base_shape
leaf_base_shape_cuneate,cuneate,"Basal leaf margin approximately straight, the two sides intersecting at an angle between 45° to 90°.",leaf_base_shape
leaf_base_shape_hastate,hastate,"Basal leaf margin with two lobes oriented outward, such that they are at approximately 90° relative to the central axis and the leaf margin is fairly flat at the base.",leaf_base_shape
leaf_base_shape_oblique,oblique,"The leaf base is asymmetrical, with the midrib not lying in the middle of the leaf where it attaches to the petiole.",leaf_base_shape
leaf_base_shape_obtuse,obtuse,Two sides of the leaf meet at an angle that is greater than 90°.,leaf_base_shape
leaf_base_shape_rounded,rounded,Basal leaf margin is rounded.,leaf_base_shape
leaf_base_shape_sagittate,sagittate,"Basal leaf margin with two lobes oriented downward, away from apex. The petiole attaches in the concave region between the lobes.",leaf_base_shape
leaf_base_shape_sheathing,sheathing,The leaf base is broad and envelops the stem.,leaf_base_shape
leaf_base_shape_truncate,truncate,The basal leaf margin is cut straight across with the two sides intersecting at approximately 180°.,leaf_base_shape
plant_photosynthetic_organ_leaf,leaf,"A true leaf, including both laminar and needle-shaped leaves.",plant_photosynthetic_organ
plant_photosynthetic_organ_cladode,cladode,"A photosynthetic shoot, regardless of form, that functions as a leaf. For example, cacti pads and Casuarina articles. (Synonyms, article, phylloclade, cladophyll)",plant_photosynthetic_organ
plant_photosynthetic_organ_phyllode,phyllode,"A flattened bladelike petiole. (Synonyms, switch plant)",plant_photosynthetic_organ
plant_photosynthetic_organ_non-photosynthetic_plant,non-photosynthetic_plant,A plant that lacks any photosynthetic organs.,plant_photosynthetic_organ
