traitID,trait,label,description_encoded,description,comments,inScheme,type,min,max,units,units_UCUM,units_uom,category,category2,category3,category4,created,modified,deprecated_trait_name,constraints,plant_structure_1,plant_structure_2,plant_structure_3,plant_structure_4,measurement_char_1,measurement_char_2,measurement_char_3,measurement_char_4,measurement_char_5,reviewers,reviewer01,reviewer02,reviewer03,reviewer04,reviewer05,reviewer06,reviewer07,reviewer08,reviewer09,reviewer10,references,ref1,ref2,ref3,ref4,ref5,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,keyword_11,keyword_12,keyword_13,keyword_14,keyword_15,keyword_16,keyword_17,keyword_18,keyword_19,keyword_20,exact_TOP_verbal,close_TOP_verbal,related_TOP,related_TOP2,exact_other1,close_other1,close_other2,related_other,exact_TRY,close_TRY,related_TRY,exact_LEDA,close_LEDA,related_LEDA,exact_GIFT,close_GIFT,related_GIFT,traitID_code,type_x,trait_category_encoded_x,plant_structure_x,keywords_x,measured_characteristic_x,exact_TOP_verb_x,exact_other1_x,close_TOP_verbal_x,close_other1_verbal_x,close_other2_verbal_x,traitID_x
0011524,leaf_palisade_layer_number,Number of layers of palisade cells,A portion of plant tissue morphology trait [TO:0000843] which is the count [NCIT:C25463] of cell layers [UBERON:0000119] of palisade mesophyll cells [PO:0006206].,The number of layers of palisade cells in a leaf.,,https://github.com/traitecoevo/APD,STATO_0000251,1,10,{count},{count},{count},portion of plant tissue morphology trait,leaf morphology trait,,,2021-07-14,,palisade_layer_number,,PO_0025034,NA,NA,NA,PATO_0001555,NCIT_C25463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,TO_0000843,UBERON_0000119,PO_0006206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,APD#0011524,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; leaf morphology trait [TO:0000748]; plant cell morphology trait [TO:0002683],leaf [PO:0025034],palisade mesophyll cell [PO:0006206]; cell layers [UBERON:0000119],count [NCIT:C25463]; has number of [PATO:0001555],,,,,,0011524
0011525,leaf_spongy_mesophyll_thickness,Spongy mesophyll cell thickness,A portion of plant tissue morphology trait [TO:0000843] which is the thickness [PATO:0000915] of spongy mesophyll [PO:0005647] tissue [CARO:0000043] within the leaf lamina [PO:0020039].,Thickness of spngy mesophyll tissue in a leaf.,,https://github.com/traitecoevo/APD,STATO_0000251,10,1000,um,um,micrometre,portion of plant tissue morphology trait,leaf morphology trait,,,2021-07-14,,spongy_mesophyll_thickness,,PO_0025034,NA,NA,NA,PATO_0000915,PATO_0001708,PATO_0000117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,TO_0000843,PO_0005647,CARO_0000043,PO_0020039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf mesophyll spongiophyll thickness [TRY:805] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0011525,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; leaf morphology trait [TO:0000748]; portion of plant tissue morphology trait [TO:0000843],leaf [PO:0025034],spongy mesophyll [PO:0005647],thickness [PATO:0000915] < 1-D extent [PATO:0001708] < size [PATO:0000117],,,,,,0011525
0011526,cell_cross-sectional_area,Cell cross-sectional area,A plant cell size [TO:0002684] trait which is the cross-sectional [NCIT:C63795] area [PATO:0001323] of a cell [CL:0000000].,Cell cross-sectional area.,,https://github.com/traitecoevo/APD,STATO_0000251,100,10000,um2,um2,square micrometre,plant cell morphology trait,,,,2021-07-14,,,,PO_0000003,NA,NA,NA,PATO_0001323,PATO_0001709,PATO_0000117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,TO_0002684,CL_0000000,NCIT_C63795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf epidermis cell area; Leaf mesophyll cell area [TRY:338; 573] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0011526,numeric,plant morphology trait [TO:0000017]; plant cell morphology trait [TO:0002683],whole plant [PO:0000003],cross section [NCIT:C63795]; cell [CL:0000000],area [PATO:0001323] < 2-D extent [PATO:0001709] < size [PATO:0000117],,,,,,0011526
0011610,leaf_stomatal_density_abaxial,Stomatal density on the lower leaf surface,A leaf stomatal complex frequency trait [TO:0000566] which is the ratio [PATO:0001470] of the count [NCIT:C25463] of stomata [PO:0008032] on the abaxial [PATO:0002046] leaf lamina [PO:0020039] to the 2-D [PATO:0001709] area [PATO:0001323] of the leaf lamina.,Density of stomata on the lower leaf surface.,,https://github.com/traitecoevo/APD,STATO_0000251,1,1000,{count}/mm2,{count}/mm2,reciprocal square millimetre,leaf stomatal complex morphology trait,,,,2021-07-14,,stomatal_density_abaxial,,PO_0025034,NA,NA,NA,PATO_0001555,ECSO_00001160,PATO_0001470,NCIT_C25463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,TO_0000566,PO_0008032,PATO_0002046,PO_0020039,PATO_0001709,PATO_0001323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP371,NA,NA,NA,TO_0000529,NA,NA,NA,Stomata distribution to ab- and adaxial leaf surfaces [TRY:781] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0011610,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; leaf morphology trait [TO:0000748]; portion of plant tissue morphology trait [TO:0000843]; leaf stomatal complex morphology trait [AusTraits],leaf [PO:0025034],stomata; stomatal pore [PO:0008032]; abaxial [PATO:0002046],"count [NCIT:C25463]; has number of [PATO:0001555]; count density [ECSO:00001160]; ratio, proportion [PATO:0001470]", stomata density abaxial [TOP:371] , abaxial stomatal frequency [TO:0000529],,,,0011610
0011611,leaf_stomatal_density_adaxial,Stomatal density on the upper leaf surface,A leaf stomatal complex frequency trait [TO:0000566] which is the ratio [PATO:0001470] of the count [NCIT:C25463] of stomata [PO:0008032] on the adaxial [PATO:0002047] leaf lamina [PO:0020039] to the 2-D [PATO:0001709] area [PATO:0001323] of the leaf lamina.,Density of stomata on the upper leaf surface.,,https://github.com/traitecoevo/APD,STATO_0000251,0,1000,{count}/mm2,{count}/mm2,reciprocal square millimetre,leaf stomatal complex morphology trait,,,,2021-07-14,,stomatal_density_adaxial,,PO_0025034,NA,NA,NA,PATO_0001555,ECSO_00001160,PATO_0001470,NCIT_C25463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,TO_0000566,PO_0008032,PATO_0002047,PO_0020039,PATO_0001709,PATO_0001323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP372,NA,NA,NA,TO_0000530,NA,NA,NA,Stomata distribution to ab- and adaxial leaf surfaces [TRY:781] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0011611,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; leaf morphology trait [TO:0000748]; portion of plant tissue morphology trait [TO:0000843]; leaf stomatal complex morphology trait [AusTraits],leaf [PO:0025034],stomata; stomatal pore [PO:0008032]; adaxial [PATO:0002047],"count [NCIT:C25463]; has number of [PATO:0001555]; count density [ECSO:00001160]; ratio, proportion [PATO:0001470]", stomata density adaxial [TOP:372] , adaxial stomatal frequency [TO:0000530],,,,0011611
0011612,leaf_stomatal_density_average,Stomatal density averaged across both leaf surfaces,A leaf stomatal complex frequency trait [TO:0000566] which is the average count density [ECSO:00001160] of stomata [PO:0008032] across the abaxial [PATO:0002046] and adaxial [PATO:0002047] leaf lamina [PO:0020039].,Density of stomata averaged across both leaf surfaces.,,https://github.com/traitecoevo/APD,STATO_0000251,0,1000,{count}/mm2,{count}/mm2,reciprocal square millimetre,leaf stomatal complex morphology trait,,,,2021-07-14,,stomatal_density_average,,PO_0025034,NA,NA,NA,PATO_0001555,ECSO_00001160,PATO_0001470,NCIT_C25463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,TO_0000566,PO_0008032,PATO_0002046,PATO_0002047,PO_0020039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP370,NA,NA,NA,NA,NA,NA,NA,Stomata density [TRY:63] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0011612,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; leaf morphology trait [TO:0000748]; portion of plant tissue morphology trait [TO:0000843]; leaf stomatal complex morphology trait [AusTraits],leaf [PO:0025034],stomata; stomatal pore [PO:0008032]; abaxial [PATO:0002046]; adaxial [PATO:0002047],"count [NCIT:C25463]; has number of [PATO:0001555]; count density [ECSO:00001160]; ratio, proportion [PATO:0001470]", stomata density [TOP:370],,,,,0011612
0011613,leaf_stomatal_distribution,Stomatal distribution,A leaf stomatal complex frequency trait [TO:0000566] which indicates whether stomata [PO:0008032] occur on the abaxial [PATO:0002046] and/or adaxial [PATO:0002047] leaf lamina [PO:0020039].,Distribution of stomatal across the two leaf surfaces.,,https://github.com/traitecoevo/APD,STATO_0000252,,,,,NA,leaf stomatal complex morphology trait,,,,2021-07-14,,stomatal_distribution,,PO_0025034,NA,NA,NA,PATO_0000060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,TO_0000566,PO_0008032,PATO_0002046,PATO_0002047,PO_0020039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stomata distribution to ab- and adaxial leaf surfaces [TRY:781] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0011613,categorical,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; leaf morphology trait [TO:0000748]; portion of plant tissue morphology trait [TO:0000843]; leaf stomatal complex morphology trait [AusTraits],leaf [PO:0025034],stomata; stomatal pore [PO:0008032]; abaxial [PATO:0002046]; adaxial [PATO:0002047],spatial pattern [PATO:0000060],,,,,,0011613
0011614,leaf_stomatal_hairs,Stomatal hairiness,A leaf stomatal complex frequency trait [TO:0000566] which is the pilosity [PATO:0000066] of the stomatal pores [PO:0008032].,Binary variable indicating whether or not stomata are covered by dense hairs.,,https://github.com/traitecoevo/APD,STATO_0000252,,,,,NA,leaf stomatal complex morphology trait,,,,2021-07-14,,stomatal_hairs,,PO_0025034,NA,NA,NA,PATO_0000150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,TO_0000566,PATO_0000066,PO_0008032,PATO_0000454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,APD#0011614,categorical,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; leaf morphology trait [TO:0000748]; portion of plant tissue morphology trait [TO:0000843]; leaf stomatal complex morphology trait [AusTraits],leaf [PO:0025034],stomata; stomatal pore [PO:0008032]; pilosity [PATO:0000066]; hairy [PATO:0000454];,texture [PATO:0000150],,,,,,0011614
0011615,leaf_guard_cell_length,Guard cell length,A leaf stomatal complex frequency trait [TO:0000566] which indicates the length [PATO:0000122] of a guard cell [PO:0000293].,Length of guard cells.,,https://github.com/traitecoevo/APD,STATO_0000251,10,200,um,um,micrometre,leaf stomatal complex morphology trait,,,,2021-07-14,,guard_cell_length,,PO_0025034,NA,NA,NA,PATO_0000122,PATO_0001708,PATO_0000117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,TO_0000566,PO_0000293,PO_0008032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stomata guard cell size [TRY:733] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0011615,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; leaf morphology trait [TO:0000748]; portion of plant tissue morphology trait [TO:0000843]; leaf stomatal complex morphology trait [AusTraits],leaf [PO:0025034],stomata; stomatal pore [PO:0008032]; guard cell [PO:0000293],length [PATO:0000122] < 1-D extent [PATO:0001708] < size [PATO:0000117],,,,,,0011615
0011710,leaf_transmission,Leaf visible light transmission,A leaf [PO:0025034] optical [NCIT:C16940] properties trait which is the proportion [PATO:0001470] of incoming visible light [NCIT:C17732] that is transmitted [SWEET:procWave/Transmission] through the leaf.,Proportion of incoming visible light (between 400-700 nm) that is transmitted through a leaf.,,https://github.com/traitecoevo/APD,STATO_0000251,0.001,1,umol/umol,umol/umol,micromole per micromole,leaf optical properties trait,,,,2021-07-14,,,,PO_0025034,NA,NA,NA,STATO_0000300,PATO_0001470,ElectromagneticProperty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NCIT_C16940,NCIT_C17732,Transmission,ENVO_01001864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf light transmittance [TRY:535] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0011710,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; leaf morphology trait [AusTraits]; leaf optical properties trait [AusTraits],leaf [PO:0025034],transmission [SWEET:procWave/Transmission]; photosynthetically active radiation [ENVO:01001864],"electromagnetic property [SWEET:prop/ElectromagneticProperty]; dimensionless ratio [STATO:0000300]; ratio, proportion [PATO:0001470]",,,,,,0011710
0011711,leaf_absorption,Leaf visible light absorption,A leaf [PO:0025034] optical [NCIT:C16940] properties trait which is the proportion [PATO:0001470] of incoming visible light [NCIT:C17732] that is absorbed [SWEET:procWave/Absorption] by the leaf.,Proportion of incoming visible light (between 400-700 nm) that is absorbed by a leaf.,,https://github.com/traitecoevo/APD,STATO_0000251,0.01,1,umol/umol,umol/umol,micromole per micromole,leaf optical properties trait,,,,2021-07-14,,,,PO_0025034,NA,NA,NA,STATO_0000300,PATO_0001470,ElectromagneticProperty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NCIT_C16940,NCIT_C17732,Absorption,ENVO_01001864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf light absorption (extinction) [TRY:10] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0011711,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; leaf morphology trait [AusTraits]; leaf optical properties trait [AusTraits],leaf [PO:0025034],absorption [SWEET:procWave/Absorption]; photosynthetically active radiation [ENVO:01001864],"electromagnetic property [SWEET:prop/ElectromagneticProperty]; dimensionless ratio [STATO:0000300]; ratio, proportion [PATO:0001470]",,,,,,0011711
0011712,leaf_reflectance,Leaf visible light reflection,A leaf [PO:0025034] optical [NCIT:C16940] properties trait which is the proportion [PATO:0001470] of incoming  visible light [NCIT:C17732] that is reflected [SWEET:procWave/Reflection] by the leaf.,Proportion of incoming visible light (between 400-700 nm) that is reflected by a leaf.,,https://github.com/traitecoevo/APD,STATO_0000251,0.01,1,umol/umol,umol/umol,micromole per micromole,leaf optical properties trait,,,,2021-07-14,,,,PO_0025034,NA,NA,NA,STATO_0000300,PATO_0001470,ElectromagneticProperty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NCIT_C16940,NCIT_C17732,Reflection,ENVO_01001864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,APD#0011712,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; leaf morphology trait [AusTraits]; leaf optical properties trait [AusTraits],leaf [PO:0025034],reflection [SWEET:procWave/Reflection]; photosynthetically active radiation [ENVO:01001864],"electromagnetic property [SWEET:prop/ElectromagneticProperty]; dimensionless ratio [STATO:0000300]; ratio, proportion [PATO:0001470]",,,,,,0011712
0011713,leaf_reflectance_near_infrared,Leaf infra-red light reflection,A leaf [PO:0025034] optical [NCIT:C16940] properties trait which is the proportion [PATO:0001470] of incoming infrared radiation [ENVO:21001214] that is reflected [SWEET:procWave/Reflection] by the leaf.,Proportion of incoming near infra-red light (between 750-10500 nm) that is reflected by a leaf.,,https://github.com/traitecoevo/APD,STATO_0000251,0.1,1,umol/umol,umol/umol,micromole per micromole,leaf optical properties trait,,,,2021-07-14,,,,PO_0025034,NA,NA,NA,STATO_0000300,PATO_0001470,ElectromagneticProperty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,ENVO_21001214,NCIT_C16940,Reflection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,APD#0011713,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; leaf morphology trait [AusTraits]; leaf optical properties trait [AusTraits],leaf [PO:0025034],reflection [SWEET:procWave/Reflection]; infrared radiation [ENVO:21001214],"electromagnetic property [SWEET:prop/ElectromagneticProperty]; dimensionless ratio [STATO:0000300]; ratio, proportion [PATO:0001470]",,,,,,0011713
0011811,stem_cross_sectional_area,Stem cross-sectional area,A stem morphology trait [TO:0000361] which is the cross-sectional [NCIT:C63795] area [PATO:0001323] of a stem [PO:0009047] segment which includes the bark [PO:0004518].,"Cross-sectional area of a stem, including both wood and bark.","This is not a trait itself, since it is dependent on the location sampled. However, values might be reported that are effectively contexts for another trait, such as bark thickness or huber value.",https://github.com/traitecoevo/APD,STATO_0000251,1,1000,mm2,mm2,square millimetre,stem morphology trait,,,,2021-07-14,,stem_cross_section_area,,PO_0009047,NA,NA,NA,PATO_0001323,PATO_0001709,PATO_0000117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,TO_0000361,PO_0004518,NCIT_C63795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,APD#0011811,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; stem morphology trait [TO:0000361],stem [PO:0009047],cross section [NCIT:C63795]; bark [PO:0004518],area [PATO:0001323] < 2-D extent [PATO:0001709] < size [PATO:0000117],,,,,,0011811
0011812,sapwood_cross_sectional_area,Wood cross-sectional area,A stem morphology trait [TO:0000361] which is the cross-sectional [NCIT:C63795] area [PATO:0001323] of the sapwood [PO:0004513] component of a stem [PO:0009047] segment from which the bark [PO:0004518] has been removed.,Cross-sectional area of a stem without bark.,"This is not a trait itself, since it is dependent on the location sampled. However, values might be reported that are effectively contexts for another trait, such as bark thickness or huber value.",https://github.com/traitecoevo/APD,STATO_0000251,1,1000,mm2,mm2,square millimetre,stem morphology trait,,,,2021-07-14,,stem_cross_sectional_area_no_bark,,PO_0009047,NA,NA,NA,PATO_0001323,PATO_0001709,PATO_0000117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,TO_0000361,PO_0004513,PO_0004518,NCIT_C63795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,APD#0011812,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; stem morphology trait [TO:0000361],stem [PO:0009047],cross section [NCIT:C63795],area [PATO:0001323] < 2-D extent [PATO:0001709] < size [PATO:0000117],,,,,,0011812
0011813,branch_terminal_twig_cross_sectional_area,Terminal twig cross-sectional area,A stem morphology trait [TO:0000361] which is the cross-sectional [NCIT:C63795] area [PATO:0001323] of the most distal [PATO:0001234] branch [PO:0025073].,"Cross-sectional area of the terminal twig, measured just beyond the final branching node.",,https://github.com/traitecoevo/APD,STATO_0000251,0.05,50,mm2,mm2,square millimetre,stem morphology trait,,,,2021-07-14,,twig_area,,PO_0009047,NA,NA,NA,PATO_0001323,PATO_0001709,PATO_0000117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,TO_0000361,PATO_0001234,PO_0025073,NCIT_C63795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,APD#0011813,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; stem morphology trait [TO:0000361],stem [PO:0009047],cross section [NCIT:C63795]; distal [PATO:0001234]; branch [PO:0025073],area [PATO:0001323] < 2-D extent [PATO:0001709] < size [PATO:0000117],,,,,,0011813
0011814,branch_terminal_twig_length,Terminal twig length,A stem morphology trait [TO:0000361] which is the length [PATO:0000122] of the most distal [PATO:0001234] branch [PO:0025073].,"Length of the terminal twig, the length of stem beyond the final branching node.",,https://github.com/traitecoevo/APD,STATO_0000251,1,1000,mm,mm,millimetre,stem morphology trait,,,,2021-07-14,,twig_length,,PO_0009047,NA,NA,NA,PATO_0000122,PATO_0001708,PATO_0000117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,TO_0000361,PATO_0001234,PO_0025073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Twig length [TRY:1202] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0011814,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; stem morphology trait [TO:0000361],stem [PO:0009047],distal [PATO:0001234]; branch [PO:0025073],length [PATO:0000122] < 1-D extent [PATO:0001708] < size [PATO:0000117],,,,,,0011814
0011815,wood_density,Wood density,A stem morphology trait [TO:0000361] which is the ratio [PATO:0001470] of the mass [PATO:0000125] of a unit of wood [NCIT:C93062] from a stem [PO:0009047] assessed after drying to its volume [PATO:0000918] assessed without drying.,"The ratio of wood dry mass to wood fresh volume, measured on a stem segment without bark.",,https://github.com/traitecoevo/APD,STATO_0000251,0.05,1.4,mg/mm3,mg/mm3,milligram per cubic millimetre,stem morphology trait,,,,2021-07-14,,,,PO_0009047,PO_0005848,NA,NA,PATO_0000125,PATO_0001353,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,TO_0000361,PATO_0000918,NCIT_C93062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP284,NA,NA,NA,TO_1000002,NA,NA,NA,Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume) [TRY:4] (https://www.try-db.org/de/de.php),,,,,,Stem specific density (SSD) [GIFT:4.3] (https://gift.uni-goettingen.de),,,APD#0011815,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; stem morphology trait [TO:0000361],"stem [PO:0009047]; wood, secondary xylem [PO:0005848]",wood [NCIT:C93062],"mass [PATO:0000125]; volume density [PATO:0001353]; ratio, proportion [PATO:0001470]",stem wood density [TOP:284],"secondary xylem volumetric density, wood volumetric density: [TO:1000002]",,,,0011815
0011816,stem_density,Stem density,A stem morphology trait [TO:0000361] which is the ratio [PATO:0001470] of the mass [PATO:0000125] of a unit of herbaceous [PATO:0002352] stem [PO:0009047] assessed after drying to its volume [PATO:0000918] assessed without drying.,"The ratio of stem dry mass to stem fresh volume, measured on an herbaceous stem segment. ",This trait is specifically for non-woody or partially woody stems that otherwise are outliers for wood density,https://github.com/traitecoevo/APD,STATO_0000251,0.1,1.4,mg/mm3,mg/mm3,milligram per cubic millimetre,stem morphology trait,,,,2021-07-14,,,,PO_0009047,NA,NA,NA,PATO_0000125,PATO_0001353,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,TO_0000361,PATO_0002352,PATO_0000918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,APD#0011816,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; stem morphology trait [TO:0000361],stem [PO:0009047],herbaceous [PATO:0002352],"mass [PATO:0000125]; volume density [PATO:0001353]; ratio, proportion [PATO:0001470]",,,,,,0011816
0011911,huber_value,Huber value,A stem morphology trait [TO:0000361] which is the ratio [PATO:0001470] of sapwood [PO:0004513] area [PATO:0001323] to the total distal [PATO:0001234] leaf [PO:0025034] area.,"For a single branch, the ratio of sapwood cross-sectional area at the base of the branch to the branch's total leaf area.",,https://github.com/traitecoevo/APD,STATO_0000251,0.000001,0.2,mm2{sapwood}/mm2{leaf},mm2{sapwood}/mm2{leaf},square millimetre per square millimetre,stem morphology trait,,,,2021-07-14,,,,PO_0025034,PO_0009047,NA,NA,PATO_0001323,PATO_0001709,PATO_0000117,STATO_0000300,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tyree & Ewers 1991,Tyree & Ewers 1991,NA,NA,NA,NA,TO_0000361,PO_0004513,PATO_0001234,21360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stem sapwood cross-sectional area per supported leaf surface area (Huber value) [TRY:171] (https://www.try-db.org/de/de.php),,,,,,Stem specific density (SSD) [GIFT:4.3] (https://gift.uni-goettingen.de),,,APD#0011911,numeric,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; stem morphology trait [TO:0000361] [shoot system morphology trait [TO:0000077]],leaf [PO:0025034]; stem [PO:0009047],biomass allocation [EnvThes:21360]; sapwood [PO:0004513],"area [PATO:0001323] < 2-D extent [PATO:0001709] < size [PATO:0000117]; dimensionless ratio [STATO:0000300]; ratio, proportion [PATO:0001470]",,,,,,0011911
