Subject,Predicate,Object
<https://github.com/traitecoevo/APD/0020001>,<http://purl.org/dc/terms/description>,"'Refers to process quality [PATO:0001236]: A quality which inheres in an process. A plant trait [TO:0000387] which is a process quality [PATO:0001236] of a biological process [GO:0008150] which occurs in a plant anatomical entity [PO:0025131], a cellular component [GO:0005575], or during a plant structure development stage [PO:0009012].'@en"
<https://github.com/traitecoevo/APD/0020001>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0000000>
<https://github.com/traitecoevo/APD/0020001>,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://purl.obolibrary.org/obo/TO_0000283>
<https://github.com/traitecoevo/APD/0020202>,<http://www.w3.org/2000/01/rdf-schema#label>,'photosynthetic trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0020202>,<http://purl.org/dc/terms/description>,'A plant physiological process trait [TO:0000283] associated with photosynthesis [GO:0015979].'@en
<https://github.com/traitecoevo/APD/0020202>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0020001>
<https://github.com/traitecoevo/APD/0020204>,<http://www.w3.org/2000/01/rdf-schema#label>,'gas exchange trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0020204>,<http://purl.org/dc/terms/description>,"'A  plant photosynthesis trait pertaining to the movement [NCIT:C37994] of carbon dioxide [CHEBI:16526], water [CHEBI:15377], and oxygen [CHEBI:15379] into and out of a plant cellular metabolic processes [GO:0044237] where these molecules are the reactant [SIO:000879] or product [SIO:010363].'@en"
<https://github.com/traitecoevo/APD/0020204>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0020202>
<https://github.com/traitecoevo/APD/0020206>,<http://www.w3.org/2000/01/rdf-schema#label>,'photosynthetic rate trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0020206>,<http://purl.org/dc/terms/description>,'The total amount of carbon fixed by the plant per unit time and is measured by determining the changes in CO2 concentration over a plant leaf in a glass enclosure.'@en
<https://github.com/traitecoevo/APD/0020206>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0020204>
<https://github.com/traitecoevo/APD/0020206>,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://purl.obolibrary.org/obo/TO_0001015>
<https://github.com/traitecoevo/APD/0020208>,<http://www.w3.org/2000/01/rdf-schema#label>,'respiration rate trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0020208>,<http://purl.org/dc/terms/description>,'A plant gas exchange trait which is the net rate of carbon dioxide [CHEBI:16526] released from a whole plant [PO:0000003] or plant organ [PO:0009008] due to cellular respiration [GO:0045333] and photorespiration [GO:0009853].'@en
<https://github.com/traitecoevo/APD/0020208>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0020204>
<https://github.com/traitecoevo/APD/0020210>,<http://www.w3.org/2000/01/rdf-schema#label>,'transpiration rate trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0020210>,<http://purl.org/dc/terms/description>,'A plant gas exchange trait which is the rate of transpiration [ENVO:02500035].'@en
<https://github.com/traitecoevo/APD/0020210>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0020204>
<https://github.com/traitecoevo/APD/0020212>,<http://www.w3.org/2000/01/rdf-schema#label>,'carbon dioxide concentration trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0020212>,<http://purl.org/dc/terms/description>,'A plant gas exchange trait which is the concentration [PATO:0000033] of carbon dioxide [CHEBI:16526].'@en
<https://github.com/traitecoevo/APD/0020212>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0020204>
<https://github.com/traitecoevo/APD/0020812>,<http://www.w3.org/2000/01/rdf-schema#label>,'photosystem performance trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0020812>,<http://purl.org/dc/terms/description>,"'A plant photosynthesis trait pertaining to the performance [NCIT:C60778] of the photosystem [GO:0009521] complexes, especially with regard to how effectively they process photosynthetically active radiation [ENVO:01001864] during the photosynthesis light reactions [GO:0019684].'@en"
<https://github.com/traitecoevo/APD/0020812>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0020202>
<https://github.com/traitecoevo/APD/0021002>,<http://www.w3.org/2000/01/rdf-schema#label>,"'water transport trait, hydraulic trait'^^[xsd:string]"
<https://github.com/traitecoevo/APD/0021002>,<http://purl.org/dc/terms/description>,"'A plant physiological process trait [TO:0000283] pertaining to the movement [NCIT:C37994] of water [CHEBI:15377] through a plants vascular system [PO:0000034], including water stress traits [TO:0000237].'@en"
<https://github.com/traitecoevo/APD/0021002>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0020001>
<https://github.com/traitecoevo/APD/0022002>,<http://www.w3.org/2000/01/rdf-schema#label>,'nutrient recycling trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0022002>,<http://purl.org/dc/terms/description>,'A plant physiological process trait [TO:0000283] associated with the resorption [NCIT:C93204] and recycling [NCIT:C126395] of macronutrients [CHEBI:33937] and micronutrients [CHEBI:27027] as plant structures [PO:0009011] senesce [PATO:0001487].'@en
<https://github.com/traitecoevo/APD/0022002>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0020001>
<https://github.com/traitecoevo/APD/0030001>,<http://www.w3.org/2000/01/rdf-schema#label>,'life history trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030001>,<http://purl.org/dc/terms/description>,'A plant trait [TO:0000387] pertaining to an individuals life history [ECOCORE:00000018].'@en
<https://github.com/traitecoevo/APD/0030001>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0000000>
<https://github.com/traitecoevo/APD/0030006>,<http://www.w3.org/2000/01/rdf-schema#label>,'whole plant phenotype trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030006>,<http://purl.org/dc/terms/description>,'A plant life history trait which is a whole plant phenotype [FLOPO:0000089].'@en
<https://github.com/traitecoevo/APD/0030006>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030001>
<https://github.com/traitecoevo/APD/0030008>,<http://www.w3.org/2000/01/rdf-schema#label>,'plant phenological trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030008>,<http://purl.org/dc/terms/description>,'A growth and development trait [TO:0000357] which is the timing of the occurrence of plant structure development stages [PO:0009012] and the relevant biological processes [GO:0008150].'@en
<https://github.com/traitecoevo/APD/0030008>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030001>
<https://github.com/traitecoevo/APD/0030008>,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://purl.obolibrary.org/obo/TO_0000933>
<https://github.com/traitecoevo/APD/0030009>,<http://www.w3.org/2000/01/rdf-schema#label>,'interspecific interactions trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030009>,<http://purl.org/dc/terms/description>,'A plant life history trait that captures an interspecific interaction between organisms [GO:0044419].'@en
<https://github.com/traitecoevo/APD/0030009>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030001>
<https://github.com/traitecoevo/APD/0030059>,<http://www.w3.org/2000/01/rdf-schema#label>,'genetic structure trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030059>,<http://purl.org/dc/terms/description>,'A plant life history trait that captures information about genetic structures.'@en
<https://github.com/traitecoevo/APD/0030059>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030001>
<https://github.com/traitecoevo/APD/0030504>,<http://www.w3.org/2000/01/rdf-schema#label>,'reproductive structure life history trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030504>,<http://purl.org/dc/terms/description>,'A plant life history trait pertaining to a plants reproductive structures [UBERON:0005156].'@en
<https://github.com/traitecoevo/APD/0030504>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030001>
<https://github.com/traitecoevo/APD/0030602>,<http://www.w3.org/2000/01/rdf-schema#label>,'fire response trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030602>,<http://purl.org/dc/terms/description>,'A plant life history trait indicating adaptations [NCIT:C158868] to increase survival rate [EnvThes:21065] or seed germination [GO_0009845] rate following fire [ENVO:01000786] or indicating a plants response [NCIT:C25755] to fire.'@en
<https://github.com/traitecoevo/APD/0030602>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030001>
<https://github.com/traitecoevo/APD/0030702>,<http://www.w3.org/2000/01/rdf-schema#label>,'chemical stress sensitivity trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030702>,<http://purl.org/dc/terms/description>,'Response by the plant in terms of resistivity or senility to chemical stress.'@en
<https://github.com/traitecoevo/APD/0030702>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030001>
<https://github.com/traitecoevo/APD/0030702>,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://purl.obolibrary.org/obo/TO_0000482>
<https://github.com/traitecoevo/APD/0030704>,<http://www.w3.org/2000/01/rdf-schema#label>,'environmental tolerance trait'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030704>,<http://purl.org/dc/terms/description>,'A plant life history trait indicating adaptations [NCIT:C158868] to specific environmental conditions [ENVO:01000203] or tolerance [NCIT:C43414] to specific environmental stresses [EnvThes:21245].'@en
<https://github.com/traitecoevo/APD/0030704>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030001>
<NA>,<http://www.w3.org/2000/01/rdf-schema#label>,'NA'^^[xsd:string]
<NA>,<http://purl.org/dc/terms/description>,'NA'@en
<NA>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<NA>,<http://www.w3.org/2000/01/rdf-schema#label>,'NA'^^[xsd:string]
<NA>,<http://purl.org/dc/terms/description>,'NA'@en
<NA>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<NA>,<http://www.w3.org/2000/01/rdf-schema#label>,'NA'^^[xsd:string]
<NA>,<http://purl.org/dc/terms/description>,'NA'@en
<NA>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<NA>,<http://www.w3.org/2000/01/rdf-schema#label>,'NA'^^[xsd:string]
<NA>,<http://purl.org/dc/terms/description>,'NA'@en
<NA>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<NA>,<http://www.w3.org/2000/01/rdf-schema#label>,'NA'^^[xsd:string]
<NA>,<http://purl.org/dc/terms/description>,'NA'@en
<NA>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<NA>,<http://www.w3.org/2000/01/rdf-schema#label>,'NA'^^[xsd:string]
<NA>,<http://purl.org/dc/terms/description>,'NA'@en
<NA>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<NA>,<http://www.w3.org/2000/01/rdf-schema#label>,'NA'^^[xsd:string]
<NA>,<http://purl.org/dc/terms/description>,'NA'@en
<NA>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<NA>,<http://www.w3.org/2000/01/rdf-schema#label>,'NA'^^[xsd:string]
<NA>,<http://purl.org/dc/terms/description>,'NA'@en
<NA>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<NA>,<http://www.w3.org/2000/01/rdf-schema#label>,'NA'^^[xsd:string]
<NA>,<http://purl.org/dc/terms/description>,'NA'@en
<NA>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<NA>,<http://www.w3.org/2000/01/rdf-schema#label>,'NA'^^[xsd:string]
<NA>,<http://purl.org/dc/terms/description>,'NA'@en
<NA>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<NA>,<http://www.w3.org/2000/01/rdf-schema#label>,'NA'^^[xsd:string]
<NA>,<http://purl.org/dc/terms/description>,'Q85F83:M85F83:L85'@en
<NA>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
